Date	NESN	ROG	NOVN	ZURN	ABBN	UBSG	LONN	GIVN	SIKA	LHN	CFR	ALC	CSGN	SREN	SCMN	GEBN	PGHN	SGSN	EMSN	KNIN	SCHN	SOON	STMN	BARN	LISN	CLN	DUFN	BAER	LOGN	SLHN	ADEN	BCVN	PSPN	SUN	TEMN	VIFN	ALLN	ALSN	AMS	BANB	BALN	BION	BEAN	BELL	BEKN	BKW	BUCN	CMBN	CON	COPN	DAE	DKSH	DOKA	DESN	EFGN	EMMN	FHZN	FORN	GALE	FIN	HBMN	HELN	HUBN	IDIA	IFCN	INRN	KARN	LAND	LEHN	LLBN	LUKN	MOVE	MOBN	OERL	PARG	RLF	HREN	SWTQ	SFSN	SFZN	SIGN	SWON	SGKN	SRAIL	SRCG	SPSN	SQN	TECN	UHR	VACN	VONN	VZN	WKBN	YPSN	ZUGER	ROSE	ADXN	ADVN	AEVS	AIRE	ALPN	AFP	APGN	ARBN	ARYN	ASCN	ASWN	AUTN	LINN	BCGE	BCJ	BPDG	BLKB	BSLN	BSKP	BBN	BLIN	BLS	BOBNN	BOSN	TIBN	BCHN	BRKN	BVZN	CALN	SKIN	CIE	CICN	CLTN	COTN	CFT	CPHN	CLXN	DCN	ESUN	ELMN	EDHN	RUS	EVE	FTON	FREN	GAM	GAV	GLKBN	GRKP	GMI	GUR	HIAG	HLEE	HOCN	HBLN	IMHE	IMPN	ISN	IREN	VBSN	JFN	KLIN	KOMN	KUD	KURN	LLQ	LMN	LECN	LEON	MCHN	MED	MTG	METN	MBTN	MIKN	MOZN	MOLN	NBEN	NEWN	NREN	ODHN	OFN	ORON	PEAN	PRFN	PEDU	PM	PLAN	PNHO	POLN	RIEN	SANN	SAHN	STRN	SNBN	SENS	SHLTN	STGN	SFPN	STLN	NTIV	TKBP	TOHN	TXGN	UBXN	ARON	VLRT	VATN	VALN	VARN	VAHN	VETN	VILN	ROL	VPBN	WARN	WIHN	ZEHN	ZUBN	ZUGN	ZWM	ACUN	ACIN	ACON	ADBN	AFIP	AGIN	ALCN	ALE	951884	APHN	ALPH	ALU	AMSN	AIRN	ASKN	ATRI	AXAN	BACP	SGC	BC	BAP	RIVN	BBIN	BERN	922604	BIG	BXL	BIZ	BOAN	BON	BUCP	FUR	CKWP	CANN	CEM	CEPN	CEVA	CHAM	VCH	CHN	CIBN	CIG	DAZP	DAYN	DMS	DSF	EDI	RLD	EGL	ELHN	929877	779121	EMT	ESEN	FOTO	933476	FUS	GATE	GENN	GEN	881890	779443	GNR	GOL	GOM	GG	GOT	GCZ	GIGN	HAR	HIZN	HER	HIEN	HILP	933459	HPTN	HLM	HUE	IMI	CGAN	INI	IHSN	MDXN	JAC	JELN	KER	992835	KUNN	LGSN	LBBN	LGLP	LOUN	LOEP	LOHN	933467	LUMX	LURN	992839	HIT	MIC	MASN	MIND	MIRN	MXN	MOV	MTPR	730990	NLEN	NET	NEV	NWEN	NOBE	NIHN	ORID	ORI	PWTN	PAXN	PEL	PIC	POR	PRWN	PNE	PUBN	QUAN	TTO	RESN	RE	932437	933481	SBEN	SAKN	SAUN	SBSI	SGPR	SGRN	SCI	SELN	SEZN	SG	SIAN	SIB	SHLN	SIM	SOPN	779447	539551	SPH	504701	SSTE	SWIN	SLOG	SMET	SYNN	SYST	TSGN	MSSN	UBSN	ULB	933500	UTA	VIJN	993194	MIV	WINT	ZEL	ZKKN	692395
01.10.1992	9.822	34.699	11.506	144.317	8.196	11.74			4.53	14.713	4.846		14.52	21.798				269.183	31.42		6.281				2419.997				1.412	60.377	18.324	26.694		49.135		2.912		8.233			29.303			8.987			12.357		103.758		9.041						15.498	267.221		148.082		33.978	5.276				25.796		51.311	17.382	66.309			10.515	21.885			11.835		26.893								2.073			10.7				858.668					2.8			65.912	7.382		14.783			201.535		41.346		198.382		17.553				27.045	11.976				175	13.174		27				13.172			52.969			10.254					1.3	65.489		163.603		129.114				1115.156		26.845	167.984			22.146			0.142								6.4	61.067		137.144							27.554				303.031	249.638				80.334			127.953	455					1.199						1635.635	20.965		214.705		76.25	5.319	116.428	81.26	39.5	737.451		9.046	35965.7			33.93	16.89				81.03		2000	305		20.31	361.15		53.16	670		73.5	220	420	28.78	316.22			942.69	825	140		5650	27.04	336.55	300	67.14	33.42	78.5	340			127.01				635	146.56			42.25	240	3950	110	537.5	199.78	1520			132		149			640		810		520		1460	495			1.75		168.75		355		100	4060	41.39	780		35	44.67				325.25	362.96	88.65			275		117.47		500					420		52.39			103.35		150		145						570		275	168	820	330			118.31			52.29	43.03	1400	10		64.17	35.69	1100								210	275	134.12	52.24	170	1225			1100	24.93	5.54	31.49					11.74		440			67			58.08	488.97	
01.11.1992	10.238	36.153	11.547	145.465	7.794	12.131			4.378	14.073	4.803		14.637	21.798				266.278	30.444		6.478				2859.997				1.187	66.918	15.244	26.312		48.404		2.902		8.233			28.814			8.987			13.929		99.186		10.397						15.299	285.255		120.067		34.64	5.521				30.71		47.287	19.524	66.309			9.684	21.984			11.835		27.677								1.974			10.2				884.428					2.6			63.558	7.202		15.073			199.071		41.346		198.382		17.466				25.176	9.673	6.207			160	12.575		24				13.853			49.658			11.21					1.282	65.489		168.278		121.367				1115.156		26.078	175.889			22.146			0.171								6.025	64.398		108.272							25.641				272.288	247.657				73.878			128.783	490					1.199						1635.635	21.049		226.684		74	5.509	125.384	62.086	41.5	747.986		8.927	33645.33			33.93	16.69				71.2		2000	328		19.32	325.32		41.32	680		72.75	220	420	28.39	334.83			969.37	650	145		5800	31.21	296.95	270	67.14	33.42	75	356			127.01				612	146.56			34.87	237.5	3900	118	537.5	197.8	1540			125		145			670		780		520		1475	495			1.71		171.25		335		100	4000	34.49	660		35	44.67				309.76	362.96	85.96			282		122.17		500					370		52.39			94.4		100		145						550		280	161	850	300			114.5			48.9	43.03	1370	10		62.34	35.34	1225								220	250	134.12	52.24	150	1225			1100	26.84	5.02	37.09					12.13		500			73			61.03	449.86	
01.12.1992	10.534	37.704	12.314	139.34	7.615	11.954			4.226	14.473	4.606		14.13	20.611				275.96	29.645		6.183				2799.997				1.325	64.402	16.191	26.312		43.044		2.578		9.386			25.477			8.987			13.48		93.207		9.493						15.895	274.599		121.667		33.316	4.957				25.428		48.293	19.194	67.193			9.615	21.984			10.924		28.599								1.481			10.3				867.254					2.4			58.85	6.914		14.493			199.071		41.346		200.244		17.466				25.373	9.212	6.207			171	11.976		24				13.626			47.01			11.732					1.263	51.702		168.278		109.316				1115.156		26.461	166.007			22.146			0.185								4.766	62.178		86.618							22.962				272.288	242.703				73.161			120.475	495					1.153						1662.896	21.891		211.941		68.75	4.749	134.34	54.782	40.5	632.101		8.189	33181.25			33.93	16.3				66.87		2000	318		16.17	343.23		36.46	660		63.75	220	415	29.18	353.43			1013.84	700	135		5650	32.45	296.95	320	64.74	33.42	77	380			114.77				605	146.56			29.62	237.5	3850	118	420	192.86	1500			125		144			830		781		470		1450	490			1.71		172.5		360		95	3900	34.49	700		35	40.61				272.98	362.96	81.93			270		114.65		500					325		44.4			105.67		100		120						550		280	175	700	260			103.05			48.42	43.97	1200	10		60.5	34.81	1250								190	240	134.12	52.24	128	1200			1100	31.64	5.02	34.99					11.95		520			64			57.1	356.95	
01.01.1993	11.474	40.418	12.637	145.082	8.017	12.523			4.044	15.033	4.868		15.496	23.767				280.802	31.065		6.085				2799.997				1.438	67.924	15.48	26.694		47.673		2.769		11.197			25.721			9.396			13.854		100.241		9.493						17.087	273.779		112.062		33.316	5.938				27.025		48.293	19.853	67.193			9.684	24.583			10.924		27.216								2.172			11.2				910.188					2.8			58.38	7.382		15.073			205.648		40.384		209.558		17.728				26.357	11.976	5.431			180	11.377		18				12.899			48.003			13.122					1.436	49.117		168.278		120.506				1259.357		25.694	169.96			22.627			0.228								4.425	73.281		86.618							22.005				324.99	252.61				78.182			120.475	490					1.04						1662.896	22.059		221.155		77	4.749	127.176	50.217	45.5	632.101		8.808	32485.14			33.93	16.5				66.87		2000	330		18.93	396.04		26.33	680		87.5	220	422.5	31.15	344.13			1031.62	501	130		5800	29.13	306.85	290	69.54	33.86	71.5	410			122.42				670	147.91			30.5	225	4000	140	400	227.47	1520			170		150			960		790		480		1475	540			1.71		173.75		378		85	3800	34.49	728		38	40.61				312.66	364.77	76.11			280		112.77							360		48.84			97.38		100		110						550		290	170	730	240			95.41			49.87	46.77	1300	10		57.75	34.38	1250								180	215	136.94	52.24	132	1225			1100	26.84	4.92	31.49					12.52		501			72			61.03	361.84	
01.02.1993	10.93	40.03	12.92	160.011	8.04	13.306			4.485	16.152	5.217		15.769	25.16				272.088	33.107		7.263				3109.997				1.8	79.496	11.215	26.312		52.627		3.055		10.867			30.605			9.191			15.427		106.396		12.206						18.875	309.846		112.062		33.316	6.748				28.253		51.311	22.737	71.613			11.068	23.184			12.29		35.057								2.468			13.1				944.534					2.8			75.328	9.362		17.102			209.761		40.384		207.695		17.466				27.143	11.976	7.034			175	12.276		33				12.945			52.969			13.44					1.709	57.734		195.389		140.304				1326.651		26.845	195.652			22.146			0.342								6.128	88.825		115.49							22.005				430.392	285.3				96.831			133.769	530					1.312						1608.375	23.154		238.664		87	5.053	127.176	58.434	47.5	632.101		10.902	32485.14			34.61	16.89				70.8		2000	338		28.39	434.7		28.35	730		90	200	415	31.15	316.22			1049.41	415	130		5500	35.37	331.6	370	74.33	35.64	76	410			133.13				670	176.41			34.75	202.5	4000	145	525	249.23	1600			157		185			910		790		550		1575	545			1.61		176.25		405		85	4120	43.69	760		40	39.79				406.56	362.96	80.59			348		126.87							429		59.94			112.62		100		110						470		285	178	900	315			119.27			57.62	45.84	1540			66.92	34.38	1350								200	270	136.94	52.24	127	1200			1050	28.76	5.84	34.29					13.31		501			114			59.07	488.97	
01.03.1993	11.078	38.285	12.072	165.371	9	13.661			4.485	17.591	5.283		15.808	27.945				314.692	32.663		7.852				3459.997				1.75	77.987	11.215	26.884		57.419		2.96		12.843			31.256			9.191			17.599		106.396		12.658						18.875	332.797		119.266		33.096	6.625				29.113		50.305	22.242	70.729			13.143	23.783			12.29		33.212								2.27			13.2		28.154		961.708					2.525			67.089	12.423		20.001			231.991		40.384		208.627		17.466				26.553	11.055	7.034			180	12.276		22.2				13.717			52.969			13.624					1.891	74.968		196.324		146.329				1326.651		27.612	201.58		7.424	22.146			0.299								6.059	88.825		108.272							22.483				364.515	267.469				94.321			131.276	530					1.267						1567.101	25.427		233.135		88	5.509	127.176	61.173	45.5	884.941		11.188	32485.14			34.61	17.38				62.94		1900	345		25.04	461.1		28.86	735		94.5	200	412.5	31.15	344.13			1067.2	760	140		6000	36.61	336.55	395	76.73	36.09	74	450			145.38				640	208.98			34.5	200	3950	150	567.5	256.15	1550			160		210			940		780		570		1575	550			1.64		181.25		485		85	4050	59.79	780		40	39.79				430.76	362.96	91.34			356		122.17				1500			365		79.92			118.91		100		150						520		280	176	925	350			114.5			58.59	47.24	1640			78.84	38.3	1190								200	265	136.94	52.24	120	1275			1050	31.64	6.05	34.29					13.66		520			115			56.11	557.43	
01.04.1993	11.82	40.418	11.91	169.964	9.089	13.946			4.637	20.31	5.501		17.565	28.131				296.295	33.462		8.539				3799.996				1.812	83.018	8.688	26.312		57.256		3.007		14.49			30.117			9.191			17.15		120.465		14.195						20.663	350.831		125.67		34.861	7.312				34.395		54.329	22.654	74.266			15.08	26.981			11.379		33.212								2.714			13.9		27.082		970.294					3			70.62	13.431		19.711			229.442		40.384		208.627		17.553				28.029	10.133	7.241			175	13.174		25.2				13.808			57.272			15.097					1.909	67.213		224.37		131.696				1355.491		25.311	215.414		6.96	22.146			0.299								6.945	113.252		104.663							20.091				395.258	272.422				101.135			99.703	550					1.447						1338.565	26.353		253.407		90	6.079	134.34	66.651	45.75	842.801		11.331	31324.96			34.61	18.46				62.94		1900	336		29.97	469.59		23.8	740		96.25	180	420	31.94	334.83			1116.11	635	170		7250	36.61	356.35	430	76.73	38.76	79	480			150.73				644	217.12			30.5	187.5	3950	165	587.5	270.99	1570			190		215			970		780		700		1650	530			1.64		185		534		126	4150	57.49	750		40	34.11				464.64	362.96	89.55			344		142.85				1450			410		106.56			124.21		100		160						530		280	175	950	360			124.04			59.55	50.52	1560			85.71	39.17	1300								205	260	136.94	45.59	105	1250			1050	31.64	6.05	30.79					13.95		550			129			68.91	479.19	
01.05.1993	10.633	42.356	12.314	166.136	9.268	13.875			4.789	19.51	5.043		18.501	28.131				284.675	38.166		8.981				3539.997				2.063	85.534	8.68	26.694		60.667		3.103		14.984			29.384			9.396			19.846		123.103		13.562						20.862	314.764		124.069		34.42	7.239				33.781		58.354	24.302	76.034			14.527	25.982			11.379		36.902								2.961			13.9		26.992		935.948					3			69.679	14.944		17.392			227.742		40.384		229.117		17.902				28.422	11.699	7.241			181	14.371		27				14.08			57.272			15.374					1.991	71.521		219.696		129.114				1345.878		25.311	223.219		6.96	22.146			0.512								7.693	113.252		97.445							21.048				351.34	277.375				100.417			112.166	560					1.696						1436.509	31.068		244.192		90	6.459	134.34	55.695	51	800.661		12.569	32485.14			35.29	20.82				65.3		1900	336		24.45	451.67		20.25	825		102.5	130	415	31.54	311.57			1022.73	630	170		7250	42.44	395.94	445	83.92	41.88	78.5	510			163.74				633	227.98			30.5	182.5	4180	165	555	264.06	1510			255		282			835		780		700		1700	530			1.43		180		500		150	4400	41.39	740		38	38.17			66.86	425.92	353.89	107.45			345		140.97				1525			375		106.11			121.56		100		150						550		280	167	1055	291			133.58			59.55	54.26	1580			93.05	34.38	1375								190	275	136.94	49.39	115	1250			1050	33.55	7.28	47.59					13.87		550		173.06	132			60.25	513.42	
01.06.1993	10.93	45.652	12.96	167.667	9.268	15.155			4.561	20.79	5.763		19.672	27.574				295.326	40.651		9.128				3799.996				2.112	81.509	11.86	26.884		62.941		3.342		15.478			29.465			9.396			20.445		123.103		14.014						21.657	321.322		111.262		34.861	7.361				30.71		56.341	24.8	76.034			14.873	25.882			11.379		37.825								2.764			13.8		26.992		987.468					2.9			78.859	15.484		16.812			233.691		39.423		230.98		17.902				27.045	10.594	7.19			190	12.575		27				13.172			57.107			15.189					2.336	68.936		224.37		124.81				1345.878		24.927	226.806		6.96	23.109			0.854								7.285	107.701		93.836							21.048				355.732	271.431				109.742			115.49	570					1.809						1501.805	32.416		253.407		91	6.313	143.296	54.782	65	758.521		12.854	32485.14			35.29	20.42				55.86		2000	350		28.78	461.76		17.72	830		95	135	415	31.54	344.13			951.58	550	150		8525	45.35	405.84	435	83.92	41.88	80	450			172.92				663	208.98			31.25	175	4170	173	560	254.17	1500			265		278			920		780		1020		1710	540			1.43		188.75		580		135	4700	57.49	738		38	46.29			60.47	421.08	340.27	116.41			389		145.67				1525			360		124.32			112.62		100		150						570		300	165	1010	310			137.39			61.01	46.77	1510			101.75	35.69	1500								215	270	137.65	47.49	112	1250			1050	32.6	7.48	45.49					15.16		640		168.38				61.03	523.2	
01.07.1993	11.41	48.317	12.657	180.683	9.101	17.503			4.78	20.15	5.938		20.604	29.199				337.145	46.864		8.863				3819.996				1.95	82.012	12.547	27.075		58.068		3.867		15.149			30.768			9.396			23.515		126.62		12.658						21.855	319.682		120.867		33.316	6.993				31.939		59.36	27.7	77.802			17.225	25.982			11.379		41.515								3.553	113.893		14.5		26.992		987.468					2.9			71.562	14.296		15.653			229.442		39.423		233.774		17.902				24.881	10.502	7.138			180	10.779		18				12.99			86.074			15.466					2.527	68.936		243.068		149.772				1345.878		25.503	227.205		6.496	22.146			0.811								6.945	102.149		91.67							21.048				360.124	257.563				99.7			99.703	580					1.945						1531.188	36.036		256.172		92.5	6.52	143.296	55.695	72.5	758.521		11.426	32021.07			35.96	21.4				59		1980	350		29.57	468.49		25.82	840		107	100	427.5	32.33	372.03			911.56	540	200		9100	42.86	435.53	495	71.94	41.88	92	470			159.59				718	166			33.75	190	4450	180	612.5	273.95	1590			289		270			960		780		990		1710	650			1.43		187.5		605		135	4800	50.59	876		48	53.6			80.24	447.22	325	109.25			508		142.85				1550			380		133.19			125.87		100		210						630		300	153	1080	338			143.12			64.4	53.32	1550			119.17	36.21	1655								201	265	137.65	50.34	120	1250			1050	34.51	7.28	38.49					17.5		610		173.06				66.15	572.1	
01.08.1993	10.47	48.802	12.132	185.276	10.139	18.428			5	22.549	6.003		21.363	31.52				364.667	55.829		10.796				3659.996				1.937	86.037	13.106	29.744		60.261		4.296		14.819			31.582			9.396			24.713		130.138		13.381						21.855	326.24		132.874		33.096	6.993				34.15		65.444	32.2	79.57			16.879	25.682			10.924		41.515								3.701	108.189		16.6		26.992		1038.988					3			70.62	15.484		15.653			233.691		39.423		233.774		18.426				29.504	10.594	7.034			180	12.575		19.2				15.897			79.453			15.558					2.59	63.766		252.417		172.152				1538.146		26.078	223.219		6.496	21.953			0.726								6.808	94.377		86.618							22.005				368.907	271.431				102.569			91.395	571					2.058						1567.101	34.689		265.386		93	8.285	125.384	67.564	72.5	716.381		11.664	32485.14			35.29	24.74				55.07		1950	361		32.13	521.4		26.33	820		107.5	120	442.5	34.62	437.13			867.1	610	185		10000	46.18	455.33	460	71.94	41.44	96.5	500			153				729	178			43.25	162.5	4500	168	637.5	286.32	1700			287.5		270			900		780		920		1700	685			1.43		181.75		650		190	4500	57.49	785		48	55.22			81.4	507.23	325	107.45			599		140.97				1530			400		139.85			127.2		100		190						600		295	140	1480	370			133.58			64.4	52.39	1530			120.09	38.3	1750								198	270	137.65	49.39	117	1275			1025	34.51	7.67	43.39					18.43		610		177.74				72	552.54	
01.09.1993	10.93	49.383	13.162	186.501	10.15	19.14			5.172	24.148	6.025		22.401	32.216				356.803	58.58		11.189				3659.996				2.15	88.049	14.696	33.939		59.287		3.962		16.301			35.977			9.396			26.96		134.534		14.285						22.849	347.552		136.075		33.096	7.239				40.537		63.366	30.6	81.339			15.91	25.982			11.835		41.515								3.455	116.549		17.1		27.707		1176.375					3.2			76.505	17.825		16.233			233.691		39.423		242.156		18.776				28.422	11.055	7.034			195	12.036		24				18.622			77.798			15.558					2.581	76.691		259.896		180.76				1538.146		26.845	239.163		6.496	21.953			1.11								7.489	95.487		98.167							22.005				395.258	257.563				101.852			95.549	575					2.149						1730.341	36.625		277.365		99.5	8.285	125.384	75.782	70.5	758.521		9.76	32485.14			34.61	26.51				65.3		2050	365		32.02	511.78		26.84	810		127.5	102	445	34.7	455.73			875.99	650	195		9400	45.56	475.13	490	76.73	43.66	107	500			171.1				750	195			43	187.5	5000	175	657.5	277.42	1710			280		295			1120		800		950		1720	645			1.43		183.75		721		220	4500	60.94	770		50.5	54.01			83.14	498.52	325	129.84			585		152.24				1530			360		170.49			127.53		100		222						600		320	140	1380	370			135.49			64.88	50.52	1500			127.42	39.17	1680								200	305	137.65	49.39	100	1275			1070	34.51	7.65	44.79					19.14		690		182.41				80	562.32	
01.10.1993	10.94	51.661	13.303	191.554	9.927	19.282			4.968	24.468	5.894		22.481	30.591				351.888	60.711		12.17				3499.996				2.362	88.553	11.602	31.651		58.881		3.676		14.819			37.442			8.987			25.462		131.017		14.195						23.644	340.994		131.273		31.551	7.337				40.415		61.289	31	83.107			16.049	26.781			11.835		46.128								3.405	94.911		17.6		28.154		1133.441					3.2			76.505	18.005		13.914			233.691		39.423		245.881		18.776				26.455	11.055	7.448			185	12.216		15				19.713			71.177			17.215					2.518	63.766		261.765		172.152				1470.853		27.228	232.518		6.728	21.953			0.854								7.217	91.046		88.783							19.135				377.69	267.469				98.624			89.733	595					2.149						1828.284	37.046		267.229		95.5	7.792	116.428	73.043	67	716.381		9.712	30164.78			34.61	23.76				70.02		3500	370		47.31	505.04		22.78	800		142.5	101	430	34.7	409.23			898.22	600	195		8800	46.81	494.92	460	73.13	46.34	84.5	452			166.17				727	195			45.87	162.5	5000	180	640	288.79	1675			290		312			1010		810		710		1710	610			1.43		176.25		710		200	4450	60.94	720		40	52.38			81.4	571.12	350	121.78			598		145.67				1530			370		167.83			125.87		100		210						580		360	135	1510	351			127.85			65.85	54.26	1300			128.34	35.69	1600								199	305	137.65	54.14	100	1300			1070	34.51	7.38	47.59					19.28		690		168.38				75.5	562.32	
01.11.1993	11.84	56.12	14.979	209.01	11.122	21.488			5.58	25.587	5.916		26.474	33.609				339.11	67.101		12.906				3439.997				2.281	99.118	13.492	34.13		63.753		3.724		15.313			37.442			8.987			29.207		139.81		14.647						24.836	393.455		145.681		32.213	8.343				40.537		66.067	35	83.991			15.634	26.981			10.924		50.28								3.701	103.861		17.7		28.869		1219.308					2.75			85.686	20.165		14.204			237.94		39.423		256.126		19.038				30.192	12.436	7.345			185	14.371		15				19.894			72.335			17.583					2.818	60.319		271.114		203.139				1557.373		27.612	269.38		6.589	22.146			0.996								7.013	103.259		83.008							19.135				281.072	293.225				100.417			95.549	590					2.216						1828.284	43.614		291.188		105	8.285	134.34	73.864	73	682.669		10.379	32485.14			37.32	25.88				62.94		3100	352		57.96	506.97		20.35	790		141.25	90	430	35.48	381.33			978.26	600	195		9650	49.93	494.92	452	75.29	48.12	96	540			166.17				815	200			46.25	175	5200	202	695	334.28	1810			300		372			1060		880		805		1650	650			1.43		185		800		210	4550	82.78	700		30	49.54			84.31	643.72	335	145.96			625		153.18				1530			390		179.37			133.82		100		210						660		360	120	1560	370			177.47			67.78	59.87	1400			135.67	35.69	1795								201	300	148.24	53.19	100	1320			1050	34.51	7.03	50.39					21.49		600		163.7				75	616.11	
01.12.1993	11.72	58.834	14.736	220.954	11.367	22.484			5.282	26.227	5.588		28.87	34.584				331.247	71.006		13.692				3579.996				2.475	106.162	14.18	32.032		61.155		4.105		16.301			41.024	5.016		8.987			28.458		144.207		17.902						24.836	390.176		141.678		31.551	8.098				44.223		64.405	36	88.411			15.91	27.78			11.379		55.354								5.014	103.075		18.4		28.869		1262.241					3.5			85.921	21.966		14.204			237.94		38.461		257.989		19.212				31.864	12.713	8.069			185	13.174		18				20.212			76.143			20.805					3.018	57.734		271.114		198.835				1528.533		26.845	277.482		6.96	22.338			0.818								7.83	115.473		79.399							19.326				286.562	346.719				102.569			98.042	600					2.443						1828.284	48.918		302.246		110	9.222	134.34	79.434	75.5	758.521		11.569	32485.14			37.32	25.53				62.94		3500	395		61.9	519.47		20.25	810		140	112	432.5	37.06	372.03			1076.09	750	190		10125	59.08	504.82	540	74.33	59.7	113.5	580			187.55				827	258			42.75	215	5000	285	785	370.88	2030			300		388			1150		925		1360		1700	705			1.43		187.5		888		206	4650	75.88	655		30	46.29			88.96	648.56	330	154.02			599		164.46				1570			385		179.81			139.12	240	100		210						680		320	120	1650	380			202.27			68.27	72.97	1500			130.63	34.81	1990								235	310	169.41	59.84	105	1520			1050	45.06	8.41	66.48					22.48		810		149.67				82.2	660.11	
01.01.1994	12.91	61.354	16.856	233.969	12.462	23.338			6.128	30.385	5.96		29.649	36.81				353.854	76.865		15.606				3779.997				2.7	110.691	19.16	30.507		69.52		4.392		22.888			45.419	5.244		8.987			35.198		166.189		19.71						27.816	419.685		169.694		30.448	9.447				48.522		64.405	35	85.759			19.231	29.179			10.469		63.426								4.935	103.665		18.6		29.316		1296.588					3.1			87.098	29.654		15.653			246.438		38.461		270.097		22.269				37.371	14.279	10.034			185	13.653		18				19.531			89.385			21.449					3.363	66.351		280.463		228.101				1586.214		32.214	281.533		6.96	22.338			1.068								8.17	121.024		88.783							21.048				329.381	396.25				111.176			103.027	609					2.759						1795.636	55.57		350.163		110	10.258	129.862	78.521	75	737.451		12.997	38286.06			36.64	29.85				65.3		4350	405		61.9	631.07		23.8	850		105	108	432.5	37.45	455.73			1093.88	1300	190		10150	64.49	499.87	650	88.72	62.38	112.5	985			212.23				955	268			51	207.5	5050	302.5	875	414.39	1985			325		405			1350		990		1230		2000	725			1.43		190		930		206	5100	77.03	640		40	56.85			93.03	755.04	335	171.93			638		206.75				1580			415		214.89			147.73	180			245						710		340	144	1990	450			209.91			69.72	82.32	1800			144.38	47.87	2230								250	330	172.24	69.34	100	1250			1050	54.65	9.23	73.48					23.34		980		159.03				88	733.46	
01.02.1994	14.08	68.381	17.482	241.012	12.562	25.828			6.457	30.065	6.571		29.05	34.633				403.001	88.048		15.213				3899.996				2.813	110.691	25.283	31.651		77.154		4.678		24.369			46.884	5.32		8.987			38.193		188.172		19.62						28.213	480.343		184.102		28.904	10.551				45.451		74.17	37.2	93.716			21.444	33.676			12.745		71.96								6.811	99.927		18.6		28.601		1442.562					3.5			100.752	36.463		17.682			254.936		38.461		274.754		22.705				36.388	16.121	9.052			225	14.371		27				19.985			91.04			22.094					3.381	77.553		278.593		241.013				1566.987		33.748	293.685		7.053	22.531			0.925								8.715	188.754		101.054							29.659				364.515	396.25				114.763			108.012	650					3.46						1958.875	66.094		350.163		119	12.231	147.774	76.695	82.5	809.089		16.282	45247.16			36.64	34.76				66.08		4800	500		69.79	606.05		26.84	945		122.5	115	432.5	37.06	492.94			1191.7	1070	265		11700	74.89	499.87	750	100.71	55.69	140	1310			222.1				955	265			60	190	5100	300	855	412.41	1960			330		400			1310		1050		1250		2050	720			1.43		186.25		1050		206	5400	96.58	621		37	73.09			98.84	827.64	325	183.57			721		216.15				1580			545		266.39			152.37	210			230						790		327	165	2000	495			232.81			70.21	85.13	2250			158.59	56.14	2600								250	340	155.29	66.49	72	1910			1190	58.86	8.72	97.98					25.83		980		135.64				84	821.48	
01.03.1994	12.6	66.878	15.402	218.963	11.658	24.476			5.736	29.506	6.069		25.057	30.972				370.564	86.628		14.722				3879.996				2.562	103.144	22.616	30.698		75.936		4.535		25.687			43.954	4.78		8.987			34.449		172.344		19.439						30.002	422.964		186.503		27.8	9.128				47.294		70.638	38	96.856			20.337	30.378			12.563		72.882								6.909	90.289		17.2		28.601		1356.695					3.5			85.921	35.804		19.131			260.884		38.461		277.434		22.356				35.011	16.121	8.172			305	14.132		30				19.531			82.433			21.173					2.727	74.106		284.629		223.798				1605.44		37.391	271.406		6.96	22.531			0.84								8.851	168.768		93.836							38.461				329.381	351.672				105.438			103.858	650					3.212						1730.341	64.831		308.696		115.5	11.047	179.12	73.043	72.5	775.377		15.473	45943.27			34.61	32.6				64.51		4600	445		60.92	614.71		32.4	990		110	116	430	36.27	502.24			1067.2	790	320		10600	69.07	494.92	775	100.23	52.13	145	1150			194.13				860	280.5			58.75	200	4800	270	809	378.29	1750			325		390			1330		925		1100		1850	710			1.43		176.25		985		206	5125	101.18	620		37	69.84			87.8	759.88	320	198.79			695		220.85				1600			505		293.03			144.09	170			220						790		301	136	1950	465			248.07			70.21	86.07	2150			162.26	53.09	2390								245	330	155.29	64.59	80	1880			1300	55.61	8.82	92.38					24.48		985		163.7				88	733.46	
