Date	NESN	ROG	NOVN	ZURN	ABBN	UBSG	LONN	GIVN	SIKA	LHN	CFR	ALC	CSGN	SREN	SCMN	GEBN	PGHN	SGSN	EMSN	KNIN	SCHN	SOON	STMN	BARN	LISN	CLN	DUFN	BAER	LOGN	SLHN	ADEN	BCVN	PSPN	SUN	TEMN	VIFN	ALLN	ALSN	AMS	BANB	BALN	BION	BEAN	BELL	BEKN	BKW	BUCN	CMBN	CON	COPN	DAE	DKSH	DOKA	DESN	EFGN	EMMN	FHZN	FORN	GALE	FIN	HBMN	HELN	HUBN	IDIA	IFCN	INRN	KARN	LAND	LEHN	LLBN	LUKN	MOVE	MOBN	OERL	PARG	RLF	HREN	SWTQ	SFSN	SFZN	SIGN	SWON	SGKN	SRAIL	SRCG	SPSN	SQN	TECN	UHR	VACN	VONN	VZN	WKBN	YPSN	ZUGER	ROSE	ADXN	ADVN	AEVS	AIRE	ALPN	AFP	APGN	ARBN	ARYN	ASCN	ASWN	AUTN	LINN	BCGE	BCJ	BPDG	BLKB	BSLN	BSKP	BBN	BLIN	BLS	BOBNN	BOSN	TIBN	BCHN	BRKN	BVZN	CALN	SKIN	CIE	CICN	CLTN	COTN	CFT	CPHN	CLXN	DCN	ESUN	ELMN	EDHN	RUS	EVE	FTON	FREN	GAM	GAV	GLKBN	GRKP	GMI	GUR	HIAG	HLEE	HOCN	HBLN	IMHE	IMPN	ISN	IREN	VBSN	JFN	KLIN	KOMN	KUD	KURN	LLQ	LMN	LECN	LEON	MCHN	MED	MTG	METN	MBTN	MIKN	MOZN	MOLN	NBEN	NEWN	NREN	ODHN	OFN	ORON	PEAN	PRFN	PEDU	PM	PLAN	PNHO	POLN	RIEN	SANN	SAHN	STRN	SNBN	SENS	SHLTN	STGN	SFPN	STLN	NTIV	TKBP	TOHN	TXGN	UBXN	ARON	VLRT	VATN	VALN	VARN	VAHN	VETN	VILN	ROL	VPBN	WARN	WIHN	ZEHN	ZUBN	ZUGN	ZWM	ACUN	ACIN	ACON	ADBN	AFIP	AGIN	ALCN	ALE	951884	APHN	ALPH	ALU	AMSN	AIRN	ASKN	ATRI	AXAN	BACP	SGC	BC	BAP	RIVN	BBIN	BERN	922604	BIG	BXL	BIZ	BOAN	BON	BUCP	FUR	CKWP	CANN	CEM	CEPN	CEVA	CHAM	VCH	CHN	CIBN	CIG	DAZP	DAYN	DMS	DSF	EDI	RLD	EGL	ELHN	929877	779121	EMT	ESEN	FOTO	933476	FUS	GATE	GENN	GEN	881890	779443	GNR	GOL	GOM	GG	GOT	GCZ	GIGN	HAR	HIZN	HER	HIEN	HILP	933459	HPTN	HLM	HUE	IMI	CGAN	INI	IHSN	MDXN	JAC	JELN	KER	992835	KUNN	LGSN	LBBN	LGLP	LOUN	LOEP	LOHN	933467	LUMX	LURN	992839	HIT	MIC	MASN	MIND	MIRN	MXN	MOV	MTPR	730990	NLEN	NET	NEV	NWEN	NOBE	NIHN	ORID	ORI	PWTN	PAXN	PEL	PIC	POR	PRWN	PNE	PUBN	QUAN	TTO	RESN	RE	932437	933481	SBEN	SAKN	SAUN	SBSI	SGPR	SGRN	SCI	SELN	SEZN	SG	SIAN	SIB	SHLN	SIM	SOPN	779447	539551	SPH	504701	SSTE	SWIN	SLOG	SMET	SYNN	SYST	TSGN	MSSN	UBSN	ULB	933500	UTA	VIJN	993194	MIV	WINT	ZEL	ZKKN	692395
01.10.1990	13414000	13243000							362902	2709800	2882428		8717000	2776420				763860	1053616		971700				173711				70417	308465	420424	794294		2105000		193286		14782			1746100			32156		201897	269200		211474		468317							524800		844769			105633				42631		61840	148912	640682			1919175	1754944			12713		106153	425871							11584	1050000		345400				184252					77314			116221			972000			123995	316691	66524		211837		165092				384506	142092					58838									39522			216793					527402	107484		313849		192767		95677		101285			541598														139600	83748		84523							35241				9149	54212				731723			35915						227822						13996			488271			127638		717718	380536			96100				16646	112173				121782		24603	51422		277000	1629000		170301			523427	139659	55003	372924					400311			4386677	117956	28378			212899	236198	423402			113034				15453814	384362			299015	139466		258053	204200	1614000	616300			39885	54224	133083		58994	58994		112610		77342		21253	575918			180139		360708		554559	350952	59526	311334	64013	332866		13214	57797			592500	317801	80220	242400			652681		93505		60838		82783	153100				101060			357450		37100		119									131589	47157	90430			457251			176764	85605	89184	70113		131848		717787			218525					188882	204929	19184	44960	125823	83643		12880	55026	204731	305600	95183							79200			2201053			462420	239948	5997138
01.11.1990	13414000	13243000							362902	2709800	2882428		8717000	2776420				763860	1053616		971700				173711				70417	308465	420424	794294		2105000		193286		14782			1746100			32156		201897	269200		211474		468317							524800		844769			105633				42631		61840	148912	640682			1919175	1754944			12713		106153	425871							11584	1050000		345400				184252					77314			116221			972000			123995	316691	66524		211837		165092				384506	142092					58838									39522			216793					527402	107484		313849		192767		95677		101285			541598														139600	83748		84523							35241				9149	54212				731723			35915						227822						13996			488271			127638		717718	380536			96100				16646	112173				121782		24603	51422		277000	1629000		170301			523427	139659	55003	372924					400311			4386677	117956	28378			212899	236198	423402			113034				15453814	384362			299015	139466		258053	204200	1614000	616300			39885	54224	133083		58994	58994		112610		77342		21253	575918			180139		360708		554559	350952	59526	311334	64013	332866		13214	57797			592500	317801	80220	242400			652681		93505		60838		82783	153100				101060			357450		37100		119									131589	47157	90430			457251			176764	85605	89184	70113		131848		717787			218525					188882	204929	19184	44960	125823	83643		12880	55026	204731	305600	95183							79200			2201053			462420	239948	5997138
01.12.1990	13414000	13243000							362902	2709800	2882428		8717000	2776420				763860	1053616		971700				173711				70417	308465	420424	794294		2105000		193286		14782			1746100			32156		201897	269200		211474		468317							524800		844769			105633				42631		61840	148912	640682			1919175	1754944			12713		106153	425871							11584	1050000		345400				184252					77314			116221			972000			123995	316691	66524		211837		165092				384506	142092					58838									39522			216793					527402	107484		313849		192767		95677		101285			541598														139600	83748		84523							35241				9149	54212				731723			35915						227822						13996			488271			127638		717718	380536			96100				16646	112173				121782		24603	51422		277000	1629000		170301			523427	139659	55003	372924					400311			4386677	117956	28378			212899	236198	423402			113034				15453814	384362			299015	139466		258053	204200	1614000	616300			39885	54224	133083		58994	58994		112610		77342		21253	575918			180139		360708		554559	350952	59526	311334	64013	332866		13214	57797			592500	317801	80220	242400			652681		93505		60838		82783	153100				101060			357450		37100		119									131589	47157	90430			457251			176764	85605	89184	70113		131848		717787			218525					188882	204929	19184	44960	125823	83643		12880	55026	204731	305600	95183							79200			2201053			462420	239948	5997138
01.01.1991	15993000	14429000							397881	2791900	2882428		8064709	3113686				963102	1128726		1087000				190457				70417	329796	228983	817408		2153000		234988		19829			2054700			33976		205646	288299		288609		436483							604300		890730			106633				42631		61268	160322	664247			1393750	2214955			10726		111624	500453							14215	1242367		348200				190567					65602			116274			1076300			124868	321901	66998		223091		336700				751800	121886					61671									39522			216793					565947	107484		337398		191800		117550		104917			541598														142200	232194		84523							34693				9149	69404				701500			35608						386227						13996			541421			137154		678718	389181			107659				17657	111127				86146		24668	59818		273000	1668000		170301			530264	133958	60465	417856					301398			4463693	113389	29039	251135		212899	236198	576299			145211				16311500	389530			221474	143773		258053	246600	1614000	656819			39529	55729	144534		87543	87543		114361		66766		21866	584608			190337		407687		592118	358204	56133	311334	57758	377969		13214	57797			595300	343463	82300	266686			679159		93505		29295		84513	18000				95306			350550		20300		-20585									136675	47363	139903			450509			176764	85847	99145	70113		162960		734043			236825					188882	204929	19184	60789	125933	93230		14703	55026	193766	295670	95093							84900			2169149			443227	245204	6866993
01.02.1991	15993000	14429000							397881	2791900	2882428		8064709	3113686				963102	1128726		1087000				190457				70417	329796	228983	817408		2153000		234988		19829			2054700			33976		205646	288299		288609		436483							604300		890730			106633				42631		61268	160322	664247			1393750	2214955			10726		111624	500453							14215	1242367		348200				190567					65602			116274			1076300			124868	321901	66998		223091		336700				751800	121886					61671									39522			216793					565947	107484		337398		191800		117550		104917			541598														142200	232194		120831							34693				9149	69404				701500			35608						386227						13996			541421			137154		678718	389181			107659				17657	111127				86146		24668	59818		273000	1668000		170301			530264	133958	60465	417856					301398			4463693	113389	29039	251135		212899	236198	576299			145211				16311500	389530			221474	143773		258053	246600	1614000	656819			39529	55729	144534		87543	87543		114361		66766		21866	584608			190337		407687		592118	358204	56133	311334	57758	377969		13214	57797			595300	343463	82300	266686			679159		96610		29295		84513	18000				95306			350550		20300		-20585									136675	47363	139903			450509			176764	85847	99145	70113		162960		734043			236825					188882	204929	19184	60789	125933	93230		14703	55026	193766	295670	95093							84900			2169149			443227	245204	6866993
01.03.1991	15993000	14429000							397881	2791900	2882428		8064709	3113686				963102	1128726		1087000				190457				70417	329796	228983	817408		2153000		234988		19829			2054700			33976		205646	288299		288609		436483							604300		890730			106633				42631		61268	160322	664247			1393750	2214955			10726		111624	500453							14215	1242367		348200				190567					65602			116274			1076300			124868	321901	66998		223091		336700				751800	121886					61671									39522			216793					565947	107484		337398		191800		117550		104917			541598														142200	232194		120831							34693				9149	69404				701500			35608						386227						13996			541421			137154		678718	389181			107659				17657	111127				86146		24668	59818		273000	1668000		170301			530264	133958	60465	417856					301398			4463693	113389	29039	251135		212899	236198	576299			145211				16311500	389530			221474	143773		258053	246600	1614000	656819			39529	55729	144534		87543	87543		114361		66766		21866	584608			190337		407687		592118	358204	56133	311334	57758	377969		13214	57797			595300	343463	82300	266686			679159		96610		29295		84513	18000				95306			350550		20300		-20585									136675	47363	139903			450509			176764	85847	99145	70113		162960		734043			236825					188882	204929	19184	60789	125933	93230		14703	55026	193766	295670	95093							84900			2169149			443227	245204	6866993
01.04.1991	15993000	14429000							397881	2791900	3377322		8064709	3113686				963102	1128726		1087000				190457				90200	329796	228983	817408		2153000		234988		19829			2054700			33976		205646	288299		288609		436483							604300		890730			106633				42631		61268	160322	664247			1393750	2214955			10726		111624	500453							14215	1242367		348200				190567					65602			116274			1076300			124868	321901	66998		223091		336700				751800	121886					61671									39522			216793					565947	113047		337398		191800		117550		104917			562928														142200	232194		120831							34693				9149	69404				701500			35608						386227						13996			541421			137154		678718	389181			107659				17657	111127				86146		24668	59818		273000	1668000		160829			530264	133958	60465	417856					301398			4788216	113389	29039	251135		212899	236198	576299			145211				16311500	389530			221474	143773		258053	246600	1614000	656819			39529	55729	144534		87543	87543		114361		66766		21866	584608			190337		407687		592118	358204	56133	311334	57758	377969		13214	57797			595300	343463	82300	266686			679159		96610		29295		84513	18000				95306			350550		20300		-20585									136675	47363	139903			450509			176764	85847	99145	1949		162960		734043			236825					188882	207168	19255	60789	125933	93230		14703	55026	193766	295670	95093							84900			2169149			443227	245204	6866993
01.05.1991	15993000	14429000							397881	2791900	3377322		8064709	3113686				963102	1128726		1087000				190457				90200	329796	228983	817408		2153000		234988		19829			2054700			33976		205646	288299		288609		436483							604300		890730			106633				42631		61268	160322	664247			1393750	2214955			10726		111624	500453							14215	1242367		348200				190567					65602			116274			1076300			124868	321901	66998		223091		336700				751800	121886					61671									39522			216793					565947	113047		337398		191800		117550		104917			562928														142200	232194		120831							34693				21779	69404				701500			35608						386227						13996			541421			137154		678718	389181			107659				17657	111127				86146		24668	59818		273000	1668000		160829			530264	133958	60465	417856					301398			4788216	113389	29039	251135		212899	236198	576299			145211				16311500	389530			221474	143773		258053	246600	1614000	656819			39529	55729	144534		87543	87543		114361		66766		21866	584608			190337		407687		592118	358204	56133	311334	57758	377969		13339	57797			595300	343463	82300	266686			679159		96610		29295		84513	18000				95306			350550		20300		-20585									136675	47363	139903			450509			176764	85847	99145	1949		162960		734043			236825					188882	207168	19255	60789	125933	93230		14703	55026	193766	295670	95093							84900			2169149			443227	245204	6866993
01.06.1991	15993000	14429000							397881	2791900	3377322		8064709	3113686				963102	1128726		1087000				190457				90200	329796	228983	817408		2153000		234988		19829			2054700			33976		205646	288299		288609		436483							604300		890730			106633				47471		61268	160322	664247			1393750	2214955			10726		111624	500453							14215	1242367		348200				190567					65602			116274			1076300			124868	321901	66998		223091		336700				751800	121886					61671									39522			216793					565947	113047		337398		191800		117550		104917			562928														142200	232194		120831							34693				21779	69404				701500			35608						386227						13996			541421			137154		678718	389181			107659				17657	111127				86146		24668	59818		273000	1668000		160829			530264	133958	60465	417856					301398			4788216	113389	29039	251135		212899	236198	576299			145211				16311500	389530			221474	143773		258053	246600	1614000	656819			39529	55729	144534		87543	87543		114361		66766		21866	584608			190337		407687		592118	358204	56133	311334	57758	377969		13339	57797			595300	343463	82300	266686			679159		96610		29295		84513	18000				95306			350550		20300		-20585									136675	47363	139903			450509			176764	85847	99145	1949		162960		734043			236825					188882	207168	19255	60789	125933	93230		14703	55026	193766	295670	95093							84900			2169149			443227	245204	6866993
01.07.1991	15993000	14429000							397881	2791900	3377322		8064709	3113686				963102	1128726		1087000				190457				90200	329796	228983	817408		2153000		234988		19829			2054700			33976		205646	288299		288609		436483							604300		890730			106633				47471		61268	160322	664247			1393750	2214955			10726		111624	500453							14215	1242367		348200				190567					65602			116274			1076300			124868	321901	66998		223091		336700				751800	121886					61671									39522			216793					565947	113047		337398		191800		117550		104917			562928														142200	232194		120831							34693				21779	69404				701500			35608						386227						13996			541421			137154		678718	389181			107659				17657	111127				86146		24668	59818		273000	1668000		160829			530264	133958	60465	417856					301398			4788216	113389	29039	251135		212899	244417	576299			145211				16311500	389530			221474	143773		258053	246600	1614000	656819			39529	55729	144534		87543	87543		114361		66766		21866	584608			190337		407687		592118	358204	56133	311334	57758	377969		13339	37244			595300	343463	82300	266686			679159		96610		29295		84513	18000				95306			350550		20300		-20585									136675	47363	139903			450509			176764	85847	99145	1949		162960		734043			236825					188882	207168	19255	60789	125933	93230		14703	54712	193766	295670	95093							84900			2169149			443227	245204	6866993
