Date	NESN	ROG	NOVN	ZURN	ABBN	UBSG	LONN	GIVN	SIKA	LHN	CFR	ALC	CSGN	SREN	SCMN	GEBN	PGHN	SGSN	EMSN	KNIN	SCHN	SOON	STMN	BARN	LISN	CLN	DUFN	BAER	LOGN	SLHN	ADEN	BCVN	PSPN	SUN	TEMN	VIFN	ALLN	ALSN	AMS	BANB	BALN	BION	BEAN	BELL	BEKN	BKW	BUCN	CMBN	CON	COPN	DAE	DKSH	DOKA	DESN	EFGN	EMMN	FHZN	FORN	GALE	FIN	HBMN	HELN	HUBN	IDIA	IFCN	INRN	KARN	LAND	LEHN	LLBN	LUKN	MOVE	MOBN	OERL	PARG	RLF	HREN	SWTQ	SFSN	SFZN	SIGN	SWON	SGKN	SRAIL	SRCG	SPSN	SQN	TECN	UHR	VACN	VONN	VZN	WKBN	YPSN	ZUGER	ROSE	ADXN	ADVN	AEVS	AIRE	ALPN	AFP	APGN	ARBN	ARYN	ASCN	ASWN	AUTN	LINN	BCGE	BCJ	BPDG	BLKB	BSLN	BSKP	BBN	BLIN	BLS	BOBNN	BOSN	TIBN	BCHN	BRKN	BVZN	CALN	SKIN	CIE	CICN	CLTN	COTN	CFT	CPHN	CLXN	DCN	ESUN	ELMN	EDHN	RUS	EVE	FTON	FREN	GAM	GAV	GLKBN	GRKP	GMI	GUR	HIAG	HLEE	HOCN	HBLN	IMHE	IMPN	ISN	IREN	VBSN	JFN	KLIN	KOMN	KUD	KURN	LLQ	LMN	LECN	LEON	MCHN	MED	MTG	METN	MBTN	MIKN	MOZN	MOLN	NBEN	NEWN	NREN	ODHN	OFN	ORON	PEAN	PRFN	PEDU	PM	PLAN	PNHO	POLN	RIEN	SANN	SAHN	STRN	SNBN	SENS	SHLTN	STGN	SFPN	STLN	NTIV	TKBP	TOHN	TXGN	UBXN	ARON	VLRT	VATN	VALN	VARN	VAHN	VETN	VILN	ROL	VPBN	WARN	WIHN	ZEHN	ZUBN	ZUGN	ZWM	ACUN	ACIN	ACON	ADBN	AFIP	AGIN	ALCN	ALE	951884	APHN	ALPH	ALU	AMSN	AIRN	ASKN	ATRI	AXAN	BACP	SGC	BC	BAP	RIVN	BBIN	BERN	922604	BIG	BXL	BIZ	BOAN	BON	BUCP	FUR	CKWP	CANN	CEM	CEPN	CEVA	CHAM	VCH	CHN	CIBN	CIG	DAZP	DAYN	DMS	DSF	EDI	RLD	EGL	ELHN	929877	779121	EMT	ESEN	FOTO	933476	FUS	GATE	GENN	GEN	881890	779443	GNR	GOL	GOM	GG	GOT	GCZ	GIGN	HAR	HIZN	HER	HIEN	HILP	933459	HPTN	HLM	HUE	IMI	CGAN	INI	IHSN	MDXN	JAC	JELN	KER	992835	KUNN	LGSN	LBBN	LGLP	LOUN	LOEP	LOHN	933467	LUMX	LURN	992839	HIT	MIC	MASN	MIND	MIRN	MXN	MOV	MTPR	730990	NLEN	NET	NEV	NWEN	NOBE	NIHN	ORID	ORI	PWTN	PAXN	PEL	PIC	POR	PRWN	PNE	PUBN	QUAN	TTO	RESN	RE	932437	933481	SBEN	SAKN	SAUN	SBSI	SGPR	SGRN	SCI	SELN	SEZN	SG	SIAN	SIB	SHLN	SIM	SOPN	779447	539551	SPH	504701	SSTE	SWIN	SLOG	SMET	SYNN	SYST	TSGN	MSSN	UBSN	ULB	933500	UTA	VIJN	993194	MIV	WINT	ZEL	ZKKN	692395
01.06.1999	24453000	26954000	37216000	28193031	8939208	34835000	2442000	2574000	804021	6142089	10783981		26894000	9912968	6685000	492200		997397	920831	450448	1185000	182839	73889	619624	453727	3365000			299648	9253000	2400000	1798000	753121	2733000	5951	351545	204531	134171	98850	238183	6551500	2729026	61456	262845	889393	649400	463734		692177		544078		117300				125774	789006		1064000		2752319	427349			73617	84795		78415	1174145	937574			1033000	4944200			26995		301029	848500							117860	2517000		741400		339052		332514			94233		55837	209644		195769	288644		780400			225184	530218	89528	40230	597456		592037	130290			981900	148895	17435			52253	128635		1085	36858			132765	570095		116506		42149	512400			126861		1440409	121058		538930	32250	160948		13294		154028			466809			270391		89608	139852				36187				113800	396977		246851	18632						104570			127064	22068	243243				825700		44856	76983			-934	60981		183300	12293					33499	221025	640364	454819		567057	212344	25530	384723	772466	164072		189610	316610			32451	145671				298542	127182	25487			511000	1358000	56761	54587	107465		406664		70104	525320	85005	23910	200252	378616		44320		11278112	232000	38356	393105	31022	331474	260897	1255698	1844000		236819	385489	40973	3685000			5005	139410	108867	207804	464160	234700					312588					588893	588893	135094		18712	106776		25403	972684	1538	326186	150315	29179	406698	68050	2470000				26690		28492	19259	30383			494900			663742					230591				181892	136000		4172706	158024	77887	59152	26228	428600	18300			163944	240154		244660			167352		94482	4601					567360	87437		605286	147370			90225	328690	652110		22254	45799	1441665	276048	65144				48621	19886	123113					53971	515092	210700	109417		721351		67919	34835000	78679			53191		154980		449221	121504	
01.07.1999	24453000	26954000	37216000	28193031	8939208	34835000	2442000	2574000	804021	6142089	10783981		26894000	9912968	6685000	492200		997397	920831	450448	1185000	182839	73889	619624	453727	3365000			299648	9253000	2400000	1798000	753121	2733000	15674	351545	204531	134171	98850	238183	6551500	2729026	61456	262845	889393	649400	463734		692177		544078		112400				125774	789006		1064000		2752319	427349			73617	84795		78415	1174145	937574			1033000	4944200			26995		301029	848500							117860	2517000		741400		339052		332514			94233		55837	209644		195769	288644		780400			225184	530218	89528	40230	597456		592037	130290			981900	148895	17435			52253	128635		1085	36858			132765	570095	9614	116506		42149	512400			126861		1440409	121058		538930	32250	160948		13294		154028			466809			270391		89608	139852				36187				113800	396977		246851	18632						104570			127064	22068	243243				825700		44856	76983			-934	60981		183300	12293					33499	221025	640364	454819		567057	212344	25530	384723	772466	164072		189610	316610			32451	145671				298542	127182	25487			511000	1358000	56761	54587	107465		406664		70104	525320	85005	23910	200252	378616		44320		11278112	232000	38356	393105	31022	331474	260897	1255698	1844000		236819	385489	40973	3685000			5005	139410	108867	207804	464160	234700					312588					588893	588893	135094		18712	106776		25403	972684		326186	150315	29179	406698	68050	2470000				26690		28492	19259	30383			494900			663742					230591				181892	136000		4172706	158024	77887	59152	26228	428600	18300			163944	240154		244660			167352		94482	4601					567360	87437		605286	147370			90225	328690	652110		22254	45799	1441665	276048	65144				48621	19886	123113					53971	515092	210700	109417		721351		67919	34835000	78679			53191		154980		449221	121504	
01.08.1999	24453000	26954000	37216000	28193031	8939208	34835000	2442000	2574000	804021	6142089	10783981		26894000	9912968	6685000	492200		997397	920831	450448	1185000	182839	73889	619624	453727	3365000			299648	9253000	2400000	1798000	753121	2733000	15674	351545	204531	134171	98850	238183	6551500	2729026	61456	262845	889393	649400	463734		692177		544078		112400				125774	789006		1064000		2752319	427349			73617	84795		78415	1174145	937574			1033000	4944200			26995		301029	848500							117860	2517000		741400		339052		332514			94233		55837	209644		195769	288644		780400			225184	530218	89528	40230	597456		592037	130290			981900	148895	17435			52253	128635		1085	36858			132765	570095	9614	116506		42149	512400			126861		1440409	121058		538930	32250	160948		13294		154028			466809			270391		89608	139852				36187				113800	396977		246851	18632						104570			127064	22068	243243				825700		44856	76983			-934	60981		183300	12293					33499	221025	640364	454819		567057	212344	25530	384723	772466	164072		189610	316610			32451	145671				298542	127182	25487			511000	1358000	56761	54587	107465		406664		70104	525320	85005	23910	200252	378616		44320		11278112	232000	38356	393105	31022	331474	260897	1255698	1844000		236819	385489	40973	3685000			5005	139410	108867	207804	464160	234700					312588					588893	588893	135094		18712	106776		25403	972684		326186	150315	29179	406698	68050	2470000				26690		28492	19259	30383			494900			663742					230591				181892	136000		4172706	158024	77887	59152	26228	428600	18300			163944	240154		244660			167352		94482	4601					567360	87437		605286	147370			90225	328690	652110		22254	45799	1441665	276048	65144				48621	19886	123113					53971	515092	210700	109417		721351		67919	34835000	78679			53191		154980		449221	121504	
01.09.1999	24453000	26954000	37216000	28193031	8939208	34835000	2442000	2574000	804021	6142089	10783981		26894000	9912968	6685000	492200		997397	920831	450448	1185000	182839	73889	648846	453727	3365000			299648	9253000	2400000	1798000	753121	2733000	15674	351545	204531	134171	98850	238183	6551500	2729026	61456	262845	889393	649400	463734		692177		544078		112400				125774	789006		1064000		2752319	427349			73617	84795		78415	1174145	937574			1033000	4944200			26995		301029	848500							117860	2517000		741400		339052		332514			94233		55837	209644		195769	288644		780400			225184	530218	89528	40230	597456		592037	130290			981900	148895	17435			52253	128635		1085	36858			132765	570095	9614	116506		42149	512400			126861		1440409	121058		538930	32250	160948		13294		154028			466809			270391		89608	139852				36187				113800	396977		246851	18632						104570			127064	22068	243243				825700		44856	76983			-934	60981		183300	12293					33499	221025	640364	454819		567057	212344	25530	384723	772466	164072		189610	316610			32451	145671				298542	127182	25487			511000	1358000	56761	54587	107465		406664		70104	525320	85005	23910	200252	378616		44320		11278112	232000	38356	393105	31022	331474	260897	1255698	1844000		236819	385489	40973	3685000			5005	139410	108867	207804	464160	234700					312588					588893	588893	135094		18712	106776		25403	972684		326186	150315	29179	406698	68050	2470000				26690		28492	19259	30383			494900			663742					230591				181892	136000		4172706	158024	77887	59152	26228	428600	18300			163944	240154		244660			167352		94482	4601					567360	87437		605286	147370			90225	328690	652110		22254	45799	1441665	276048	65144				48621	19886	123113					53971	515092	210700	109417		721351		67919	34835000	78679			53191		154980		449221	121504	
01.10.1999	24453000	26954000	37216000	28193031	8939208	34835000	2442000	2574000	804021	6142089	10783981		26894000	9912968	6685000	492200		997397	920831	450448	1185000	182839	73889	648846	453727	3365000			299648	9253000	2400000	1798000	753121	2733000	15674	351545	204531	134171	98850	238183	6551500	2729026	61456	262845	889393	649400	463734		692177		544078		112400				125774	789006		1064000		2752319	427349			73617	84795		78415	1174145	937574			1033000	4944200			26995		301029	848500							117860	2517000		741400		339052		332514			94233		55837	209644		195769	288644		780400			225184	530218	89528	40230	597456		592037	130290			981900	148895	17435			52253	128635		1085	36858			132765	570095	9614	119854		42149	530000			150681		1440409	121058		538930	32250	160948		13294		154028			466809			270391		89608	139852				36187				113800	396977		246851	18632						104570			127064	22068	243243				825700		62058	76983			-934	60981		183300	12293					33499	221025	640364	454819		567057	212344	25530	384723	772466	164072		189610	316610			32451	145671				298542	127182	25487			511000	1358000	56761	54587	107465		416406		70104	525320	85005	23910	200252	378616		44320		11278112	232000	38356	393105	31022	358300	260897	1255698	1844000		236819	385489	40973	3685000			5005	139410	108867	207804	464160	259700					312588					588893	588893	135094		18712	106776		25403	972684		326186	150315	29179	406698	68050	2470000				26690		27747	19259	30383			494900			663742					230591				181892	136000		4172706	158024	77887	59152	26228	428600	18300			163944	450121		244660			167352		94482	4601					567360	87437		605286	147370			90225	328690	652110		22254	45799	1441665	276048	65144				48621	19886	123113					53971	515092	210700	109417		721351		67919	34835000	78679			53191		154980		449221	121504	
01.11.1999	24453000	26954000	37216000	28193031	8939208	34835000	2442000	2574000	804021	6142089	10783981		26894000	9912968	6685000	492200		997397	920831	450448	1185000	182839	73889	648846	453727	3365000			299648	9253000	2400000	1798000	753121	2733000	15674	351545	204531	134171	98850	238183	6551500	2729026	61456	262845	889393	649400	463734		692177		544078		112400				125774	789006		1064000		2752319	427349			73617	84795		78415	1174145	937574			1033000	4944200			26995		301029	848500							117860	2517000		741400		339052		332514			94233		55837	209644		195769	288644		780400			225184	530218	89528	40230	597456		592037	130290			981900	148895	18490			52253	128635		1085	36858			132765	570095	9614	119854		42149	530000			150681		1440409	121058		538930	32250	160948		13294		154028			466809			270391		89608	139852				36187				113800	396977		246851	18632						104570			127064	22068	243243				825700		62058	76983			-934	60981		183300	12293					33499	221025	640364	454819		567057	212344	25530	384723	772466	164072		189610	316610			32451	145671				298542	127182	25487			511000	1358000	56761	54587	107465		416406		70104	525320	85005	23910	200252	378616		44320		11278112	232000	38356	393105	31022	358300	260897	1255698	1844000		236819	385489	40973	3685000			5005	139410	108867	207804	464160	259700					312588					588893	588893	135094		18712	106776		25403	972684		326186	150315	29179	406698	68050	2470000				26690		27747	19259	30383			494900			663742					230591				181892	136000		4172706	158024	77887	59152	26228	428600	18300			163944	450121		244660			167352		94482	4601					567360	87437		605286	147370			90225	328690	652110		22254	45799	1441665	276048	65144				48621	19886	123113					53971	515092	210700	109417		721351		67919	34835000	78679			53191		154980		449221	121504	
01.12.1999	24453000	26954000	37216000	28193031	8939208	34835000	2442000	2574000	804021	6142089	10783981		26894000	9912968	6685000	492200		997397	920831	450448	1185000	182839	73889	648846	453727	3365000			299648	9253000	2400000	1798000	753121	2733000	15674	351545	204531	134171	98850	238183	6551500	2729026	61456	262845	889393	649400	463734		692177		544078		112400				125774	789006		1064000		2752319	427349			73617	84795		78415	1174145	937574			1033000	4944200			26995		301029	848500							117860	2517000		741400		339052		332514			94233		55837	209644		195769	288644		780400			225184	530218	89528	40230	597456		592037	130290			981900	148895	18490			52253	128635		1085	36858			132765	570095	9614	119854		42149	530000			150681		1440409	121058		538930	32250	160948		13294		154028			466809			270391		89608	139852				36187				113800	396977		246851	18632						104570			127064	22068	243243				825700		62058	76983			-934	60981		183300	12293					33499	221025	640364	454819		567057	212344	25530	384723	772466	164072		189610	316610			32451	145671				298542	127182	25487			511000	1358000	56761	54587	107465		416406		70104	525320	85005	23910	200252	378616		44320		11278112	232000	38356	393105	31022	358300	260897	1255698	1844000		236819	385489	40973	3685000			5005	139410	108867	207804	464160	259700					312588					588893	588893	135094		18712	106776		25403	972684		326186	150315	29179	406698	68050	2470000				26690		27747	19259	30383			494900			663742					230591				181892	136000		4172706	158024	77887	59152	26228	428600	18300			163944	450121		244660			167352		94482	4601					567360	87437		605286	147370			90225	328690	652110		22254	45799	1441665	276048	65144				48621	19886	123113					53971	515092	210700	109417		721351		67919	34835000	78679			53191		154980		449221	121504	
01.01.2000	29904000	27608000	36862000	26740772	8330533	44833000	1854000	2679000	854000	7098000	10783981		38131000	16780000	8592000	492500		1099312	1170040	883976	1317000	182839	114366	648846	493300	3567000			299648	4370000	2390000	1878884	998932	2686000	15674	347835	552200	133402	99469	277911	3514800	4315151	75561	289714	911387	724300	498000		704618		619000		112400				931488	813900		1120000		2577432	411242		176950	67505	118939		78415	1167110	857943			1504000	5096400		581705	93651		305087	916000		1003785			777950	71015	138997	2987000		822000		329343		340916			109845	5940	58317	210821		202414	311622		942300			231907	669404	92034	59856	720552		674752	175651			1035300	153966	18490			53353	117345		2107	32144		57552	145623	585848	9614	119854		45429	530000			150681		1622732	121058		550791	30723	645000		25842		161743			371683		24893	283263		110739	673973				35609		128799		127500	431915		269602	5081						115565			54705	22068	273330				919600		62058	75638	1598000		371130	63752		183400	37944		161632	350541		33499	306300	684857	843767		560707	218051	27463	313000	731858	170194		177700	316610		25531	28000	390424	245638		44790	356100	190337	25448			548000		57811	96230	88637		416406		71395	534506	87052	38424	176975	399256		38482		11278112	273000	39954		31022	358300	261650	1278785	1993000		264146	425745	42997	3754000			105013	139410	314874	240367	527603	259700				107172	312588					572837	572837	139282		7398	108661		26623			286019	208337	28325	407331	78263	2201700				36852		27747	19259	30383	73434		431800			920145				35785	230591				195937	280200	396254	3700759	220437	37894		31182	353900	20044		8680	203734	450121		259502					95296	2600			71824		482700	106962	96151	633504	158734			108330	271150	722493		22254	52975	1573000	297039	140969	3903	116994		23469	19886	130644					53971	449693	174700	118051	6782352	1699879	208664	132757	44833000	78679			58257		346753		492520	150861	
01.02.2000	29904000	27608000	36862000	26740772	8330533	44833000	1854000	2679000	854000	7098000	10783981		38131000	16780000	8592000	492500		1099312	1170040	883976	1317000	182839	114366	648846	493300	3567000			299648	4370000	2390000	1878884	998932	2686000	15674	347835	552200	133402	99469	277911	3514800	4315151	75561	289714	911387	724300	498000		704618		619000		112400				931488	813900		1120000		2577432	411242		176950	67505	118939		78415	1167110	857943			1504000	5096400		581705	93651		305087	916000		1003785			777950	71015	138997	2987000		822000		329343		340916			109845	5940	58317	210821		202414	311622		942300			231907	669404	92034	59856	720552		674752	175651			1035300	153966	18490			53353	117345		2107	32144		57552	145623	585848	9614	119854		45429	530000			150681		1622732	121058		550791	30723	645000		25842		161743			371683		24893	283263		110739	673973				35609		128799		127500	431915		269602	5081						115565			54705	22068	273330				919600		62058	75638	1598000		371130	63752		183400	37944		161632	350541		33499	306300	684857	843767		560707	218051	27463	313000	731858	170194		177700	316610		25531	28000	390424	245638		44790	356100	190337	25448			548000		57811	96230	88637		416406		71395	534506	87052	38424	176975	399256		38482		11278112	273000	39954		31022	358300	261650	1278785	1993000		264146	425745	42997	3754000			105013	139410	314874	240367	527603	259700				107172	312588					572837	572837	139282		7398	108661		26623			286019	208337	28325	407331	78263	2201700				36852		27747	19259	30383	73434		431800			920145				35785	242492				195937	280200	396254	3700759	220437	37894		31182	353900	20044		8680	203734	450121		259502					95296	2600			71824		482700	106962	96151	633504	158734			108330	271150	722493		22254	52975	1573000	297039	140969	3903	116994		23469	19886	130644					53971	449693	174700	118051	6782352	1699879	208664	132757	44833000	78679			58257		346753		492520	150861	
01.03.2000	29904000	27608000	36862000	26740772	8330533	44833000	1854000	2679000	854000	7098000	10783981		38131000	16780000	8592000	492500		1099312	1170040	883976	1317000	182839	114366	648846	493300	3567000			299648	4370000	2390000	1878884	998932	2686000	15674	347835	552200	133402	99469	277911	3514800	4315151	75561	289714	911387	724300	498000		704618		619000		112400				931488	813900		1120000		2577432	411242		176950	67505	118939		78415	1167110	857943			1504000	5096400		581705	93651		305087	916000		1003785			777950	71015	138997	2987000		822000		329343		340916			109845	5940	58317	210821		202414	311622		942300			231907	669404	92034	59856	720552		674752	175651			1035300	153966	18490			53353	117345		2107	32144		57552	145623	585848	9614	119854		45429	530000			150681		1622732	121058		550791	30723	645000		25842		161743			371683		24893	283263		110739	673973				35609		128799		127500	431915		269602	5081						115565			54705	22068	273330				919600		62058	75638	1598000		371130	63752		183400	37944		161632	350541		33499	306300	684857	843767		560707	218051	27463	313000	731858	170194		177700	316610		25531	28000	390424	245638		44790	356100	190337	25448			548000		57811	96230	88637		416406		71395	534506	87052	38424	176975	399256		38482		11278112	273000	39954		31022	358300	261650	1278785	1993000		264146	425745	42997	3754000			105013	139410	314874	240367	527603	259700				107172	312588					572837	572837	139282		7398	108661		26623			286019	208337	28325	407331	78263	2201700				36852		27747	19259	30383	73434		431800			920145				35785	242492				195937	280200	396254	3700759	220437	37894		31182	353900	20044		8680	203734	450121		259502					95296	2600			71824		482700	106962	96151	633504	158734			108330	271150	722493		22254	52975	1573000	297039	140969	3903	116994		23469	19886	130644					53971	449693	174700	118051	6782352	1699879	208664	132757	44833000	78679			58257		346753		492520	150861	
01.04.2000	29904000	27608000	36862000	26740772	8330533	44833000	1854000	2679000	854000	7098000	11826008		38131000	16780000	8592000	492500		1099312	1170040	883976	1317000	323610	114366	648846	493300	3567000			445793	4370000	2390000	1878884	998932	2686000	15674	347835	552200	133402	99469	277911	3514800	4315151	75561	289714	911387	724300	498000		704618		619000		112400				931488	813900		1120000		2577432	411242		176950	67505	118939		90734	1167110	857943			1504000	5096400		581705	93651		305087	916000		1003785			777950	71015	138997	2987000		822000		329343		340916			109845	5940	58317	210821		202414	311622		942300			231907	669404	92034	59856	720552		674752	175651			1035300	153966	18490			53353	117345		2107	32144		57552	145623	585848	9614	119854		45429	530000			150681		1622732	129953		550791	30723	645000		25842		161743			371683		24893	283263		110739	673973				35609		128799		127500	431915		269602	5081						115565			54705	22068	273330				919600		62058	75638	1598000		371130	63752		183400	37944		161632	350541		33499	306300	684857	843767		560707	218051	27463	313000	731858	170194		177700	341333		25531	28000	390424	245638		44790	356100	190337	25448			548000		57811	96230	88637		416406		71395	534506	87052	38424	176975	399256		38482			273000	39954		31022	358300	261650	1278785	1993000		264146	425745	42997	3754000			105013	172049	314874	240367	527603	259700				107172	312588					572837	572837	139282		7398	108661		26623			286019	208337	28325	407331	78263	2201700				36852		27747	19259	30383	73434		431800			920145	363674			35785	242492				195937	280200	396254	3700759	220437	37894		31182	353900	20044		8680	203734	450121		259502					95296	2600			71824		482700	106962	96151	633504	158734			108330	271150	722493		22254	52975	1573000	297039	140969	3903	116994		23469	11378	130644					53971	449693	174700	118051	6782352	1699879	208664	132757	44833000	78679			58257		346753		492520	150861	
01.05.2000	29904000	27608000	36862000	26740772	8330533	44833000	1854000	2679000	854000	7098000	11826008		38131000	16780000	8592000	492500		1099312	1170040	883976	1317000	323610	114366	648846	493300	3567000			445793	4370000	2390000	1878884	998932	2686000	15674	347835	552200	133402	99469	277911	3514800	4315151	75561	289714	911387	724300	498000		704618		619000		112400				931488	813900		1120000		2577432	411242		176950	67505	118939		90734	1167110	857943			1504000	5096400		581705	93651		305087	916000		1003785			777950	71015	138997	2987000		822000		329343		340916			109845	5940	58317	210821		202414	311622		942300			231907	669404	92034	59856	720552		674752	175651			1035300	153966	18490			53353	117345		2107	32144		57552	145623	585848	9614	119854		45429	530000			150681		1622732	129953		550791	30723	645000		25842		161743			371683		24893	283263		110739	673973				35609		128799		127500	431915		269602	5081						115565			54705	16296	273330				919600		62058	75638	1598000		371130	63752		183400	37944		161632	350541		33499	306300	684857	843767		560707	218051	27463	313000	731858	170194		177700	341333		25531	28000	390424	245638		44790	356100	190337	25448			548000		57811	96230	88637		416406		71395	534506	87052	38424	176975	399256		38482			273000	39954		37290	358300	261650	1278785	1993000		264146	425745	42997	3754000			105013	172049	314874	240367	527603	259700				107172	312588					572837	572837	139282		7398	108661		26623			286019	208337	28325	407331	78263	2201700				36852		27747	12472	30587	73434		431800			920145	363674			35785	242492				195937	280200	396254	3700759	220437	37894		31182	353900	20044		8680	203734	450121		259502					95296	2600			71824		482700	106962	96151	633504	158734			108330	271150	722493		22857	52975	1573000	297039	140969	3903	116994		23469	11378	130644					54233	449693	174700	118051	6782352	1699879	208664	132757	44833000	78679			58257		346753		492520	150861	
01.06.2000	29904000	27608000	36862000	26740772	8330533	44833000	1854000	2679000	854000	7098000	11826008		38131000	16780000	8592000	492500		1099312	1170040	883976	1317000	323610	114366	648846	493300	3567000			445793	4370000	2390000	1878884	998932	2686000	15674	347835	552200	133402	99469	277911	3514800	4315151	75561	289714	911387	724300	498000		704618		619000		112400				931488	813900		1120000		2577432	411242		176950	67505	118939		90734	1167110	857943			1504000	5096400		581705	93651		305087	916000		1003785			777950	71015	138997	2987000		822000		329343		340916			109845	5940	58317	210821		202414	311622		942300			231907	669404	92034	59856	720552		674752	175651			1035300	153966	18490			53353	117345		2107	32144		57552	145623	585848	9614	119854		45429	530000			150681		1622732	129953		550791	30723	645000		25842		161743			371683		24893	283263		110739	673973				35609		128799		127500	431915		269602	5081						115565			54705	16296	273330				919600		62058	75638	1598000		371130	63752		183400	37944		161632	350541		33499	306300	684857	843767		560707	218051	27463	313000	731858	170194		177700	341333		25531	28000	390424	245638		44790	356100	190337	25448			548000		57811	96230	88637		416406		71395	534506	87052	38424	176975	399256		38482			273000	39954		37290	358300	261650	1278785	1993000		264146	425745	42997	3754000			105013	172049	314874	240367	527603	259700				107172	312588					572837	572837	139282		7398	108661		26623			286019	208337	28325	407331	78263	2201700				36852		27747	12472	30587	73434		431800			920145	363674			35785	242492				195937	280200	396254	3700759	220437	37894		31182	353900	20044		8680	203734	450121		259502					95296	2600			71824		482700	106962	96151	633504	158734			108330	271150	722493		22857	52975	1573000	297039	140969	3903	116994		23469	11378	130644					54233	449693	174700	118051	6782352	1699879	208664	132757	44833000	76577			58257		346753		492520	150861	
01.07.2000	29904000	27608000	36862000	26740772	8330533	44833000	1854000	2679000	854000	7098000	11826008		38131000	16780000	8592000	492500		1099312	1170040	883976	1317000	323610	114366	648846	493300	3567000			445793	4370000	2390000	1878884	998932	2686000	161815	347835	552200	133402	99469	277911	3514800	4315151	75561	289714	911387	724300	498000		704618		619000		-118700				931488	813900		1120000		2577432	411242		176950	67505	118939		90734	1167110	857943			1504000	5096400		581705	93651		305087	916000		1003785			777950	71015	138997	2987000		822000		329343		340916			109845	5940	58317	210821		202414	311622		942300			231907	669404	92034	59856	720552		674752	175651			1035300	153966	18490			53353	117345		2107	32144		57552	145623	585848	56733	119854		45429	530000			150681		1622732	129953		550791	30723	645000		25842		161743			371683		24893	283263		110739	673973				35609		128799		127500	431915		269602	5081						115565			54705	16296	273330				919600		62058	75638	1598000		371130	63752		183400	37944		161632	350541		33499	306300	684857	843767		560707	218051	27463	313000	731858	170194		177700	341333		25531	28000	390424	245638		44790	356100	190337	25448			548000		57811	96230	88637		416406		71395	534506	87052	38424	176975	399256		38482			273000	39954		37290	358300	261650	1278785	1993000		264146	425745	42997	3754000			105013	172049	314874	240367	527603	259700				107172	312588					572837	572837	139282		7398	108661		26623			286019	208337	28325	407331	78263	2201700				36852		27747	12472	30587	73434		431800			920145	363674			35785	242492				195937	280200	396254	3700759	220437	37894		31182	353900	20044		8680	203734	450121		259502					95296	2600			71824		482700	106962	96151	633504	158734			108330	271150	722493		22857	52975	1573000	297039	140969	3903	116994		23469	11378	130644					54233	449693	174700	118051	6782352	1699879	208664	132757	44833000	76577			58257		346753		492520	150861	
01.08.2000	29904000	27608000	36862000	26740772	8330533	44833000	1854000	2679000	854000	7098000	11826008		38131000	16780000	8592000	492500		1099312	1170040	883976	1317000	323610	114366	648846	493300	3567000			445793	4370000	2390000	1878884	998932	2686000	161815	347835	552200	133402	99469	277911	3514800	4315151	75561	289714	911387	724300	498000		704618		619000		-118700				931488	813900		1120000		2577432	411242		176950	67505	118939		90734	1167110	857943			1504000	5096400		581705	93651		305087	916000		1003785			777950	71015	138997	2987000		822000		329343		340916			109845	5940	58317	210821		202414	311622		942300			231907	669404	92034	59856	720552		674752	175651			1035300	153966	18490			53353	117345		2107	32144		57552	145623	585848	56733	119854		45429	530000			150681		1622732	129953		550791	30723	645000		25842		161743			371683		24893	283263		110739	673973				35609		128799		127500	431915		269602	5081						115565			54705	16296	273330				919600		62058	75638	1598000		371130	63752		183400	37944		161632	350541		33499	306300	684857	843767		560707	218051	27463	313000	731858	170194		177700	341333		25531	28000	390424	245638		44790	356100	190337	25448			548000		57811	96230	88637		416406		71395	534506	87052	38424	176975	399256		38482			273000	39954		37290	358300	261650	1278785	1993000		264146	425745	42997	3754000			105013	172049	314874	240367	527603	259700				107172	312588					572837	572837	139282		7398	108661		26623			286019	208337	28325	407331	78263	2201700				36852		27747	12472	30587	73434		431800			920145	363674			35785	242492				195937	280200	396254	3700759	220437	37894		31182	353900	20044		8680	203734	450121		259502					95296	2600			71824		482700	106962	96151	633504	158734			108330	271150	722493		22857	52975	1573000	297039	140969	3903	116994		23469	11378	130644					54233	449693	174700	118051	6782352	1699879	208664	132757	44833000	76577			58257		346753		492520	150861	
