Date	RMRFEU	SMBEU	HMLEU	WMLEU	RMRFNA	SMBNA	HMLNA	WMLNA	RMRFJAP	SMBJAP	HMLJAP	WMLJAP
01.12.2009	0.94	-1.82	-1.24	0.21	3.02	5.43	0.19	2.58	0.22	-3.79	6.21	6.29
01.01.2010	-5.28	4.7	-1.87	0.54	-3.63	0.53	0.64	-4.49	2.34	0.37	0.28	-3.01
01.02.2010	-2.1	-0.71	-1.79	0.24	3.71	0.84	2.73	3.49	0.76	1.01	-1.33	-2
01.03.2010	6.41	-1.13	4.27	5.15	6.27	1.53	1.4	3.57	4.83	-1.49	6.13	3.17
01.04.2010	-1.66	3.19	-0.29	2.2	1.92	3.75	2.06	2.02	0.53	4.48	1.07	0.45
01.05.2010	-12.05	-0.2	-3.59	0.96	-7.86	0.65	-2.2	-0.79	-7.93	1.91	-3.5	-1.35
01.06.2010	-0.98	0.11	-2.22	1.65	-5.5	-1.06	-3.82	-2.5	-0.64	1.86	-3.18	-1.49
01.07.2010	11.88	-2.04	4.59	-1.86	6.95	-0.04	1.08	1.56	2.94	-1.37	-1.36	1.68
01.08.2010	-4.26	-0.11	-2.69	3.8	-4.45	-1.69	-2.17	1.05	-2.61	-0.81	0.71	0.32
01.09.2010	11.56	0.98	-0.26	4.35	9.47	3.75	-1.83	1.54	4.69	-0.55	-1.59	1.78
01.10.2010	4.98	0.49	0.07	0.19	3.89	0.9	-1.4	0.99	1.23	-3.44	-0.85	-0.17
01.11.2010	-8.03	1.15	-3.42	7.91	0.81	3.84	0.04	2.33	1.97	0.74	0.28	-1.76
01.12.2010	9.04	2.26	1.17	1.88	6.83	1.23	3.45	-2.1	7.55	2.84	1.33	-0.11
01.01.2011	3.68	-0.43	5.47	-5.51	1.98	-2.24	1.33	-0.51	0.4	1.86	0.97	1.76
01.02.2011	3.06	-1.15	0.7	-0.17	4.01	2.02	0.4	2.09	4.83	-0.19	1.09	0.51
01.03.2011	-0.17	2.17	-1.85	2.18	0.43	2.15	-1.72	2.33	-8.67	2.14	1.32	1.49
01.04.2011	8.14	-1.12	-0.76	2.49	2.79	0.04	-2.28	0.07	0.78	-1	-1.91	2.97
01.05.2011	-3.06	0.16	-2.25	0.6	-1.48	-1.18	-1.45	-0.61	-1.62	-0.17	-0.12	0.56
01.06.2011	-2.05	-1.36	0.08	2.34	-1.87	-0.78	-0.23	1.42	2.52	1.31	2.28	-1.22
01.07.2011	-3.33	0.32	-4.05	1.62	-2.28	-0.84	-1.96	1.1	4.03	0.55	-0.42	1.73
01.08.2011	-10.1	0.76	-3.79	-0.42	-5.92	-2.84	-1.85	-1.05	-7.51	4.52	0.26	-2.34
01.09.2011	-11.61	-1.08	-1.88	-1.19	-8.57	-4.08	-0.55	-3.29	-0.46	-1.08	3.36	-4
01.10.2011	10.97	-3.4	-1.23	0.1	11.56	3.32	-0.05	-0.39	-1.19	-2.17	-2.43	0.7
01.11.2011	-4.84	-2.55	-3.36	6.22	-0.46	-0.74	-0.24	3.02	-3.78	1.97	0.43	0.86
01.12.2011	-2.2	-0.98	-1.06	2.86	0.33	-0.78	2.89	1.15	1.25	0.9	1.42	1.8
01.01.2012	5.68	2.75	1.06	-8.99	5.27	2.54	-2.95	-5.87	4.28	2.15	2.47	-3.17
01.02.2012	6.41	1.52	-0.36	-1.86	4.32	-1.44	0.14	0.39	3.5	-3.2	0.45	-8.52
01.03.2012	0.02	0.66	-1.41	3.83	2.4	-1.29	0.72	2.42	1.41	1.49	-0.68	1.93
01.04.2012	-2.23	1.37	-4.19	8.94	-0.64	-1.06	-0.3	3.02	-1.78	3.58	-2.29	4.52
01.05.2012	-12.32	0.2	-2.58	7.43	-6.69	-0.53	0.44	6.29	-8.41	0.29	-0.71	3.59
01.06.2012	7.13	-4.62	3.13	-3.77	3.74	0.65	0.34	-0.25	4.71	-1.1	1.15	-1.04
01.07.2012	0.56	-1.19	-2.58	4.66	1.01	-2.42	0.72	1.86	-1.83	0.74	-3.41	6.76
01.08.2012	4.5	-0.18	3.19	-2.93	2.76	0.88	0.24	-2.32	-0.65	0.33	-2.66	4.21
01.09.2012	3.49	1.39	2.16	-0.91	2.8	0.96	0.68	-1.89	2.27	-0.5	1.11	0.77
01.10.2012	1.66	-0.72	1.78	0.58	-1.63	-0.75	3.72	0.44	-1.9	0.92	-1.65	0.12
01.11.2012	2.27	-2.48	-0.58	2.37	0.65	-0.09	-0.73	0.92	1.71	-0.68	0.84	-1.81
01.12.2012	3.38	2.31	3.03	-0.97	1.3	1.72	3.03	-2.13	3.83	-2.72	7.07	-3.32
01.01.2013	6.2	0.39	4.33	-0.4	5.33	0.35	1.54	-0.64	3.78	1.91	-1.1	4.12
01.02.2013	-2.49	2.05	-3.35	4.54	0.96	-1.06	-0.01	2.2	2.86	0.48	-0.74	1.83
01.03.2013	-0.54	-0.46	-4.3	2.65	3.71	0.72	-0.15	2	5.5	4.86	-3.64	7.94
01.04.2013	4.16	-1.66	3.67	0.98	1.27	-2.84	-0.02	1.58	8.95	2.68	-4.3	7.19
01.05.2013	1.05	1.07	2.82	0.54	2.53	1.41	1.12	0.08	-5.3	0.34	-3.22	-6.42
01.06.2013	-4.64	2.3	-2.56	1.2	-1.52	0.88	0.52	0.98	0.83	-6.84	3.56	-1.69
01.07.2013	7.45	-1.63	2.8	3.6	5.69	1.75	-0.24	1.19	1.42	3.02	-0.48	2.18
01.08.2013	-0.7	2.77	0.51	-2.35	-2.53	0.48	-2.13	-0.81	-2.55	0.12	0.61	-3.36
01.09.2013	7.05	0.18	1.38	2.42	3.82	2.06	-1.42	3.28	8.79	2.43	-0.71	6.25
01.10.2013	4.49	-0.18	4.39	1.98	4.09	-1.77	0.65	0.15	-0.23	0.25	0.27	-2.03
01.11.2013	1.33	0.87	-0.42	2.55	2.79	0.93	-0.53	2.02	1.08	-2.55	0.5	1.04
01.12.2013	2.37	0.54	-0.2	1.5	2.64	-0.54	-0.08	0.32	0.8	0.44	-0.07	1.63
01.01.2014	-3.03	3.57	2.58	2.32	-3.42	1.12	-1.43	1.38	-2.66	5.9	-0.82	-2.44
01.02.2014	7.42	0.45	0.37	2.2	4.72	0.24	-0.42	1.6	-0.56	-2.48	0.79	-2.75
01.03.2014	-0.54	0.33	1.72	-0.99	0.62	-1.54	4.88	-3.07	-1.16	1.26	0.96	-3.01
01.04.2014	1.77	-2.19	0.29	-3.54	0.25	-3.63	1.78	-3.84	-2.33	0.31	0.27	-2.42
01.05.2014	0.77	-0.68	-0.41	-0.23	1.98	-1.93	-0.57	1	3.79	-0.96	-1.29	-0.4
01.06.2014	-0.12	0.12	-1.76	0.33	2.81	3.17	0.52	0.82	5.76	2.86	-0.06	0.13
01.07.2014	-4.1	-0.43	0.4	-0.58	-2.06	-4.05	-0.04	-0.3	0.77	0.33	-0.25	3.95
01.08.2014	-0.02	-0.97	-1.01	0.33	4.06	0.39	-1.01	1.07	-1.99	2.68	0.86	1.88
01.09.2014	-3.79	-2.28	-0.44	2.49	-2.45	-3.72	-2.62	0.27	-1.05	-1.64	-0.3	-0.41
01.10.2014	-2.7	-1.23	-3.09	1.08	2.03	2.59	-3.48	-0.76	-2.13	-2.98	-0.1	0.71
01.11.2014	2.12	-1.35	-1.82	-0.62	2.22	-2.21	-2.95	1.24	-0.05	-1.33	-0.45	-1.04
01.12.2014	-3.7	2.22	-2.35	1.98	-0.2	1.82	0.77	0.72	-0.85	1.77	1.86	1.16
01.01.2015	-0.31	-1.56	-3.52	3.51	-3.47	-1.05	-3.89	4.67	2.8	-0.16	-0.23	4.22
01.02.2015	6.21	0.99	1.96	-3.97	6.15	0.88	-1.35	-2.31	5.42	-4.44	1.95	-3.62
01.03.2015	-2.28	-0.51	-0.35	1.57	-1.2	2.53	-0.93	2.48	1.9	0.52	-3.12	0.7
01.04.2015	4.79	2.18	0.33	-2.14	1.11	-2.44	3.37	-6.84	3.49	-1.3	3.23	-2.7
01.05.2015	-0.15	1.66	-2.47	3.56	1	0.61	-1.79	5.79	0.89	-1.44	1.23	-0.65
01.06.2015	-2.84	2.03	0.15	0.91	-1.7	2.63	-1.32	2.87	-0.68	3.88	-2.24	1.62
01.07.2015	2.39	-0.81	-2.65	3.53	1.05	-4.24	-5.07	7.47	0.92	-0.51	-1.54	0.59
01.08.2015	-6.02	3.7	-1	2.12	-5.93	-0.22	3.45	-2.19	-5.3	1.97	1.64	-0.73
01.09.2015	-4.27	1.11	-3.63	4.28	-3.35	-3.13	0.72	3.27	-6.21	2.91	1.34	0.85
01.10.2015	6.19	-2.97	-0.77	-1.56	7.53	-2.13	0.52	-3.2	9.26	-5.07	0.88	-3.42
01.11.2015	-1.49	0.33	-2.8	2.61	0.45	2.73	-1.25	2.52	-0.16	2.59	-2.48	0.68
01.12.2015	-1.86	3.77	-1.25	4.01	-2.45	-2.79	-2.2	2.94	0.42	0.89	-0.57	2.39
01.01.2016	-6.43	-0.76	-1.49	1.15	-5.73	-4.12	4.02	-0.31	-7.58	0.82	-1.27	2.02
01.02.2016	-1.71	1.45	0.37	-0.7	0.26	1.11	0.91	-4.79	-1.94	2.4	-4.95	0.56
01.03.2016	6.7	1.71	1.19	-1.49	7	1.15	2	-4.15	5.06	3.82	-2.97	0.32
01.04.2016	2.38	-0.64	3.35	-3.91	1.12	2.26	3.72	-3.55	5.14	-0.8	-0.23	-0.53
01.05.2016	-0.38	1.53	-2.87	3.81	1.39	0.01	-2.61	2.43	-1.04	0.83	-0.81	1.4
01.06.2016	-5.01	-2.39	-1.64	7.1	-0.11	0.31	0.24	5.21	-2.47	2.56	-3.55	8.44
01.07.2016	4.44	1.54	0.21	-0.1	3.92	2.35	-2.9	-2.26	6.72	-1.57	6.44	-8.26
01.08.2016	0.78	1.61	1.93	-1.76	0.43	0.96	1.59	-3.44	-1.17	-2.49	4.6	-8.5
01.09.2016	0.95	0.92	-0.15	3.14	0.34	1.68	-1.07	0.19	2.67	4.38	-3.51	4.07
01.10.2016	-3.08	-0.77	6.36	-0.83	-2.05	-3.79	2.89	-0.05	1.6	0.11	3.58	-3.95
01.11.2016	-2.5	0.89	1.92	-2.05	4.54	4.62	6.78	-4.73	-3.88	-1.8	6.31	-7.02
01.12.2016	4.72	-0.83	1.99	-1.96	1.77	-0.36	3.1	-0.93	1.35	0.32	1.34	-2.21
01.01.2017	2.84	2.03	0.47	2.83	2.13	-0.8	-1.84	-0.29	3.83	2.05	-0.53	2.67
01.02.2017	0.68	-0.04	-2.6	-1.6	3.24	-1.13	-3.4	-2.25	1.13	2.56	0.8	-0.59
01.03.2017	4.27	-1.3	0.5	0.02	0.21	0.55	-2.95	-0.62	0.84	1.54	-2.77	1.7
01.04.2017	4.63	1.91	-1.3	0.23	0.84	0.1	-3.05	0.22	1.25	-1.47	0.33	-0.71
01.05.2017	5.03	0.02	-0.79	-0.43	0.93	-2.18	-4.28	1.36	2.95	2.75	-6.19	0.66
01.06.2017	-0.67	1.55	2.03	1.59	0.99	2.63	1.66	-0.26	1.17	1.58	1.24	0.44
01.07.2017	3.49	0.8	2.59	1.96	1.97	-1.24	0.08	1.64	2.33	1.8	0.51	1.39
01.08.2017	0.11	-0.06	-0.71	1.33	0.06	-1.25	-2.61	2.12	0.3	2.2	0.09	1.4
01.09.2017	2.72	-0.12	0.47	0.63	2.48	3	2.58	-0.64	1.71	-0.28	2.38	1.71
01.10.2017	0.59	-0.96	-0.13	1.22	1.98	-1.77	-1.69	4.92	4.12	-1.17	-0.59	1.5
01.11.2017	-0.01	-0.38	1.29	0.3	2.88	-0.11	-1.02	-0.01	2.6	0.36	-2.28	0.48
01.12.2017	1.47	1.55	0.5	-1.42	1.18	-0.28	-0.34	-1.9	1.29	1.89	1.96	0.97
01.01.2018	5.52	0.8	1.1	2.96	5.23	-2.6	-2.87	3.92	4.41	2.21	-2.86	1.79
01.02.2018	-5.35	1.22	-0.75	0.62	-3.95	-0.14	-2.74	3.64	-1.44	0.79	-1.82	-0.61
01.03.2018	-0.71	-0.56	-0.94	-0.43	-2.17	3.19	0.16	-1.23	-1.49	0.19	-3.7	-1.18
01.04.2018	2.2	-0.74	1.51	0.7	0.35	0.34	1.36	0.51	0.28	-2.56	4.4	-3.35
01.05.2018	-2.73	1.23	-4.99	2	2.51	3.44	-3.41	4	-1.32	2.04	-5.43	3.68
01.06.2018	-0.92	-0.85	-1.56	-0.66	0.39	0.15	-1.04	-1.3	-2.56	-0.67	-0.66	-1.7
01.07.2018	2.69	-1.91	0.4	-0.56	3.11	-2.28	0.79	-1.3	-0.13	-1.31	2.28	-2.64
01.08.2018	-2.65	0.88	-2.65	2.42	3.09	1.19	-5.77	5.04	-0.43	-0.01	-2.93	0.85
01.09.2018	0.12	-1.46	2.34	1.59	0.06	-2.14	-1.1	-0.09	2.78	-2.12	0.9	1.47
01.10.2018	-8.54	-1.7	1.47	-1.47	-7.81	-4.26	3.67	-2.33	-8.82	-0.47	3.9	-3.96
01.11.2018	-1.31	-1.18	-0.57	-2.09	1.62	-1.37	0.28	-1.87	0.83	0.8	-3.65	-0.59
01.12.2018	-4.59	-0.68	0.95	3.24	-9.52	-2.06	-0.81	1.24	-7.3	-4.38	4.29	1.48
01.01.2019	6.19	0.59	-0.95	-2.23	8.59	3.07	-1.15	-5.18	5.21	-1.02	-1.5	-4.47
01.02.2019	2.93	-1.47	-1.23	-1.15	3.39	2.41	-3.23	0.74	0.29	2.24	-3.64	1.06
01.03.2019	0.58	-1.76	-2.33	4.52	0.95	-3.03	-3.77	2.07	0.17	-0.26	-2.54	0.96
01.04.2019	3.7	0.1	-1.04	-4.39	3.9	-1.23	0.81	-2.09	1.21	-0.64	-1.43	-3.86
01.05.2019	-5.34	1.32	-1.54	8.5	-6.82	-0.81	-1.18	6.89	-3.8	0.69	-1.57	4.08
01.06.2019	5.87	-2.64	-1.32	-0.45	6.99	0.72	-1.18	-1.89	2.51	-0.37	0.1	-0.88
01.07.2019	-2.56	-1.28	0.09	1.39	1.07	-0.89	-0.69	1.51	0.34	1.44	-2.37	-0.74
01.08.2019	-2.4	-0.59	-1.96	3.28	-2.48	-3.15	-2.41	5.67	-1.28	-1.88	-2.38	2.24
01.09.2019	2.15	-0.89	3.08	-2.28	1.52	-1.05	6.13	-6.53	3.83	-1.06	3.3	-3.61
01.10.2019	3.27	0.93	-0.5	-1.19	1.83	0.19	-1.47	-0.85	4.83	0.41	2.42	-4.28
01.11.2019	1.77	2.07	-2.24	0.7	3.8	0.86	-2.79	-1.24	0.67	1.53	-1.97	0.53
01.12.2019	4.07	2.79	0.41	1.66	2.79	0.51	1.43	-1.14	2.08	0.75	0.94	0.78
