Date	ABB	Actelion	Adecco	Alusuisse	Baloise	Ciba_SC	Ciba_Geigy_I	Ciba_Geigy_PS	Clariant	Compagnie_Financiere_Richemont	Credit_Suisse_Group	Credit_Suisse_Holding	Elektrowatt	EMS_Chemie_Holding	Geberit	Georg_Fischer	Givaudan	Holcim	Jacobs_Suchard	Julius_Baer_Group	Kudelski	LafargeHolcim	Lonza_Group	Merck_Serono	Nestle_I	Nestle_PS	Nobel_Biocare_Holding	Novartis_I	Novartis_N	OC_Oerlikon_Corporation	Pargesa_Holding	Roche_Holding	SAirGroup	Sandoz_PS	Sandoz_N	Schweizerische_Volksbank_StN	Schweizerische_Volksbank_ST	SGS	Sika	Societe_Internationale_Pirelli	Sulzer	Swiss_Bank_I	Swiss_Bank_PS	Swiss_Bank_N	Swiss_Life_Holding_I	Swiss_Life_Holding_N	Swiss_Re	Swissair	Swisscom	Syngenta	Synthes	The_Swatch_Group_I	The_Swatch_Group_N	Transocean	UBS_N	UBS_PS	UBS_I	Winterthur	Zurich_Insurance_Group_I	Zurich_Insurance_Group_N
1988-06-30	5.294	NA	155.845	NA	NA	NA	668.55	305.75	NA	NA	NA	76.45	296.7	NA	NA	NA	NA	98.75	7890	NA	NA	NA	NA	NA	834.87	4.103	NA	NA	NA	17.294	30.672	11.166	NA	467.5	NA	158.67	NA	NA	NA	222.89	NA	351	292	NA	NA	NA	16.554	1068.24	NA	NA	NA	NA	NA	NA	NA	112.5	610.87	955.02	1406.93	NA
1988-07-01	5.294253982	NA	155.5715064	NA	NA	NA	670.5486139	309.7283748	NA	NA	NA	76.46213625	297.7217207	NA	NA	NA	NA	100.1470334	7890.625318	NA	NA	NA	NA	NA	834.9258099	4.094550257	NA	NA	NA	17.294	30.57760584	11.37546818	NA	467.5164039	NA	159.6775119	NA	NA	NA	222.9370221	NA	360.0489187	300.0487267	NA	NA	NA	16.52830363	1082.61904	NA	NA	NA	NA	NA	NA	NA	113.5238623	613.8986233	955.0611166	1403.371371	NA
1988-07-04	5.316510087	NA	156.3140461	NA	NA	NA	668.607061	308.7666863	NA	NA	NA	76.62429388	296.7633444	NA	NA	NA	NA	99.97407968	7871.250468	NA	NA	NA	NA	NA	837.4319512	4.104101489	NA	NA	NA	17.294	30.483205	11.37593637	NA	467.5328083	NA	159.7050286	NA	NA	NA	222.9840542	NA	363.0982566	305.098301	NA	NA	NA	16.52960737	1096.98986	NA	NA	NA	NA	NA	NA	NA	115.0480681	628.7194245	959.5822572	1409.443185	NA
1988-07-05	5.338766295	NA	157.2426319	NA	NA	NA	664.6953407	313.7359833	NA	NA	NA	76.4863864	306.1971762	NA	NA	NA	NA	99.70107986	7876.878447	NA	NA	NA	NA	NA	835.037441	4.119656099	NA	NA	NA	16.948	30.8839311	11.44641323	NA	480.209999	NA	160.7128801	NA	NA	NA	220.5100604	NA	372.1496034	308.1480647	NA	NA	NA	16.5579176	1101.869864	NA	NA	NA	NA	NA	NA	NA	117.5730157	638.6308848	955.1429933	1416.725037	NA
1988-07-06	5.484041895	NA	158.1711992	NA	NA	NA	672.6148011	315.7348578	NA	NA	NA	76.79866239	308.6996999	NA	NA	NA	NA	99.23802471	7942.520401	NA	NA	NA	NA	NA	852.2768936	4.110202917	NA	NA	NA	17.294	30.98758629	11.56389484	NA	487.0470586	NA	163.6719324	NA	NA	NA	218.8760306	NA	383.2029713	315.2003001	NA	NA	NA	16.58723251	1125.747427	NA	NA	NA	NA	NA	NA	NA	120.5987839	648.5538924	963.2551371	1431.237924	NA
1988-07-07	5.495297214	NA	157.2496603	NA	NA	NA	668.6926615	315.7631948	NA	NA	NA	76.21043428	306.7506357	NA	NA	NA	NA	99.71519809	7953.150863	NA	NA	NA	NA	NA	847.4215931	4.086740766	NA	NA	NA	16.602	30.99219749	11.56436202	NA	483.1629241	NA	162.7288293	NA	NA	NA	216.3909308	NA	383.2519217	311.2465862	NA	NA	NA	16.56052985	1106.877578	NA	NA	NA	NA	NA	NA	NA	118.6210445	648.6427409	964.196436	1427.669117	NA
1988-07-08	5.584573456	NA	157.716267	NA	NA	NA	670.691702	313.8206985	NA	NA	NA	76.22258853	307.7729135	NA	NA	NA	NA	99.7222392	8003.795954	NA	NA	NA	NA	NA	853.8698289	4.087291559	NA	NA	NA	16.879	31.19496419	11.56482922	NA	487.079944	NA	162.7563947	NA	NA	NA	218.970692	NA	383.3008784	311.2954236	NA	NA	NA	16.7409083	1121.254976	NA	NA	NA	NA	NA	NA	NA	121.6480439	658.5583455	986.6622188	1463.86704	NA
1988-07-11	5.584828695	NA	159.1069795	NA	NA	NA	670.7203232	315.8201127	NA	NA	NA	77.29575385	311.266855	NA	NA	NA	NA	100.0094192	8054.445886	NA	NA	NA	NA	NA	842.6213369	4.106857264	NA	NA	NA	17.086	31.69401789	11.65832296	NA	489.0467608	NA	162.7839647	NA	NA	NA	219.0177604	NA	380.3475238	311.3442686	NA	NA	NA	16.74221624	1121.384053	NA	NA	NA	NA	NA	NA	NA	122.1726024	661.589705	1000.156821	1469.939921	NA
1988-07-12	5.407023645	NA	157.2602335	NA	NA	NA	654.9740574	313.8772663	NA	NA	NA	77.14773614	307.8360971	NA	NA	NA	NA	99.26609468	7980.030878	NA	NA	NA	NA	NA	833.3430196	4.088390343	NA	NA	NA	16.809	31.79773496	11.65879396	NA	484.1920352	NA	161.8303821	NA	NA	NA	214.8484786	NA	380.3965323	307.3886301	NA	NA	NA	16.59244176	1121.513145	NA	NA	NA	NA	NA	NA	NA	121.1951216	656.7636995	991.2253293	1451.916867	NA
1988-07-13	5.340252728	NA	154.4892762	NA	NA	NA	651.0512276	312.9149816	NA	NA	NA	77.15989805	306.8770539	NA	NA	NA	NA	99.09302686	7805.547844	NA	NA	NA	NA	NA	835.3699071	4.078930768	NA	NA	NA	16.256	31.30776002	11.3561627	NA	487.1291839	NA	161.8579733	NA	NA	NA	211.5297725	NA	380.4455471	305.4349144	NA	NA	NA	16.67680312	1102.634433	NA	NA	NA	NA	NA	NA	NA	119.2158298	648.9939365	991.2665021	1445.946421	NA
