Date	ABB	Actelion	Adecco	Alcon	Alusuisse	Baloise	Ciba_SC	Ciba_Geigy_I	Ciba_Geigy_PS	Clariant	Compagnie_Financiere_Richemont	Credit_Suisse_Group	Credit_Suisse_Holding	Elektrowatt	EMS_Chemie_Holding	Geberit	Georg_Fischer	Givaudan	Holcim	Jacobs_Suchard	Julius_Baer_Group	Kudelski	LafargeHolcim	Lonza_Group	Merck_Serono	Nestle_I	Nestle_PS	Nobel_Biocare_Holding	Novartis_I	Novartis_N	OC_Oerlikon_Corporation	Pargesa_Holding	Partners_Group	Roche_Holding	SAirGroup	Sandoz_PS	Sandoz_N	Schweizerische_Volksbank_StN	Schweizerische_Volksbank_ST	SGS	Sika	Societe_Internationale_Pirelli	Sulzer	Swiss_Bank_I	Swiss_Bank_PS	Swiss_Bank_N	Swiss_Life_Holding_I	Swiss_Life_Holding_N	Swiss_Re	Swissair	Swisscom	Syngenta	Synthes	The_Swatch_Group_I	The_Swatch_Group_N	Transocean	UBS_N	UBS_PS	UBS_I	Winterthur	Zurich_Insurance_Group_I	Zurich_Insurance_Group_N
2016-04-29	20.28	150.64	60.986	NA	NA	NA	NA	NA	NA	NA	63.8	14.059	NA	NA	NA	368.3	NA	1890	NA	NA	41.01	NA	48.57	NA	NA	NA	71.5	NA	NA	73.2	NA	NA	NA	242.5	NA	NA	NA	NA	NA	2111	NA	NA	NA	NA	NA	NA	242.1	NA	85.1	NA	486.5	384	NA	327.6	NA	NA	16.6	NA	NA	NA	NA	214.7
2016-05-31	20.68	158.51	59.504	NA	NA	NA	NA	NA	NA	NA	58.55	13.142	NA	NA	NA	380	NA	1905	NA	NA	44.23	NA	44.7	NA	NA	NA	73.4	NA	NA	78.9	NA	NA	NA	260.9	NA	NA	NA	NA	NA	2121	NA	NA	NA	NA	NA	NA	257.7	NA	89.3	NA	473.6	390.5	NA	293	NA	NA	15.36	NA	NA	NA	NA	240.5
2016-06-30	19.12	158.61	48.285	NA	NA	NA	NA	NA	NA	NA	56.75	9.948	NA	NA	NA	368	NA	1956	NA	NA	38.81	NA	40.54	NA	NA	NA	75.15	NA	NA	80.15	NA	NA	NA	256.1	NA	NA	NA	NA	NA	2226	NA	NA	NA	NA	NA	NA	223.9	NA	84.75	NA	482.7	374.1	NA	283	NA	NA	12.57	NA	NA	NA	NA	239.4
2016-07-29	20.6	167.06	52.541	NA	NA	NA	NA	NA	NA	NA	58.95	10.759	NA	NA	NA	374	NA	1992	NA	NA	39.78	NA	46.12	NA	NA	NA	77.7	NA	NA	80.3	NA	NA	NA	247.5	NA	NA	NA	NA	NA	2145	NA	NA	NA	NA	NA	NA	221.5	NA	81.35	NA	477.1	381.1	NA	254.1	NA	NA	13.35	NA	NA	NA	NA	232.9
2016-08-31	21.31	159.1	55.899	NA	NA	NA	NA	NA	NA	NA	56.65	12.361	NA	NA	NA	429	NA	2033	NA	NA	41.23	NA	52.15	NA	NA	NA	78.3	NA	NA	77.4	NA	NA	NA	239.8	NA	NA	NA	NA	NA	2161	NA	NA	NA	NA	NA	NA	246	NA	83	NA	469.9	428.3	NA	253.1	NA	NA	14.22	NA	NA	NA	NA	251.4
2016-09-30	21.81	163.47	54.023	NA	NA	NA	NA	NA	NA	NA	59.2	12.264	NA	NA	NA	425.4	NA	1977	NA	NA	39.53	NA	52.5	NA	NA	NA	76.55	NA	NA	76.4	NA	NA	NA	241	NA	NA	NA	NA	NA	2175	NA	NA	NA	NA	NA	NA	251.5	NA	87.65	NA	461.7	425	NA	274.7	NA	NA	13.23	NA	NA	NA	NA	250
2016-10-31	20.4	138.98	58.121	NA	NA	NA	NA	NA	NA	NA	63.65	13.335	NA	NA	NA	418.7	NA	1915	NA	NA	40.11	NA	52.85	NA	NA	NA	71.75	NA	NA	70.4	NA	NA	NA	227.5	NA	NA	NA	NA	NA	2006	NA	NA	NA	NA	NA	NA	262	NA	91.9	NA	452.7	395.6	NA	297.7	NA	NA	14	NA	NA	NA	NA	258.9
2016-11-30	20.72	190.49	61.874	NA	NA	NA	NA	NA	NA	NA	66.45	13.046	NA	NA	NA	402.5	NA	1812	NA	NA	44.93	NA	53.85	NA	NA	NA	68.4	NA	NA	70.25	NA	NA	NA	226.7	NA	NA	NA	NA	NA	2043	NA	NA	NA	NA	NA	NA	279.6	NA	93.6	NA	434.5	388.9	NA	298.9	NA	NA	16.17	NA	NA	NA	NA	266.5
2016-12-30	21.48	214.3	65.825	NA	NA	NA	NA	NA	NA	NA	67.45	14.097	NA	NA	NA	408.2	NA	1866	NA	NA	45.23	NA	53.65	NA	NA	NA	73.05	NA	NA	74.1	NA	NA	NA	232.6	NA	NA	NA	NA	NA	2072	NA	NA	NA	NA	NA	NA	288.2	NA	96.5	NA	456.1	402.5	NA	316.7	NA	NA	15.95	NA	NA	NA	NA	280.4
2017-01-31	23.43	249.77	69.528	NA	NA	NA	NA	NA	NA	NA	76.7	14.464	NA	NA	NA	421.6	NA	1779	NA	NA	46.24	NA	52.9	NA	NA	NA	72.3	NA	NA	72.45	NA	NA	NA	233	NA	NA	NA	NA	NA	2092	NA	NA	NA	NA	NA	NA	299.1	NA	92.1	NA	435	420	NA	349.5	NA	NA	15.97	NA	NA	NA	NA	283.5
2017-02-28	22.72	262.7	71.306	NA	NA	NA	NA	NA	NA	NA	74	14.619	NA	NA	NA	434.6	NA	1824	NA	NA	49.15	NA	57.15	NA	NA	NA	74.25	NA	NA	78.4	NA	NA	NA	244.7	NA	NA	NA	NA	NA	2135	NA	NA	NA	NA	NA	NA	316	NA	89.8	NA	442.2	432.5	NA	333.9	NA	NA	15.47	NA	NA	NA	NA	277.3
2017-03-31	23.43	274.75	70.269	NA	NA	NA	NA	NA	NA	NA	79.2	14.377	NA	NA	NA	431.8	NA	1804	NA	NA	50	NA	59.2	NA	NA	NA	76.85	NA	NA	74.35	NA	NA	NA	255.8	NA	NA	NA	NA	NA	2137	NA	NA	NA	NA	NA	NA	323.2	NA	89.95	NA	462.1	442.1	NA	358.7	NA	NA	16.03	NA	NA	NA	NA	267.4
2017-04-28	24.36	258.13	72.985	NA	NA	NA	NA	NA	NA	NA	83.15	14.599	NA	NA	NA	453.2	NA	1917	NA	NA	51.85	NA	56.4	NA	NA	NA	76.65	NA	NA	76.55	NA	NA	NA	260.3	NA	NA	NA	NA	NA	2239	NA	NA	NA	NA	NA	NA	323.8	NA	86.6	NA	434	462.4	NA	398.3	NA	NA	17	NA	NA	NA	NA	275.4
2017-05-31	24.33	NA	71.306	NA	NA	NA	NA	NA	NA	NA	80.8	13.3	NA	NA	NA	453.4	NA	1987	NA	NA	50.15	NA	58.15	200.6	NA	NA	82.65	NA	NA	79.3	NA	NA	NA	265.8	NA	NA	NA	NA	NA	2305	104.002	NA	NA	NA	NA	NA	323.1	NA	88.3	NA	464.4	NA	NA	375.2	NA	NA	15.4	NA	NA	NA	NA	284.7
2017-06-30	23.68	NA	71.997	NA	NA	NA	NA	NA	NA	NA	79	13.86	NA	NA	NA	447.2	NA	1918	NA	NA	50.45	NA	54.9	207.3	NA	NA	83.45	NA	NA	79.8	NA	NA	NA	244.2	NA	NA	NA	NA	NA	2322	102.669	NA	NA	NA	NA	NA	323.6	NA	87.65	NA	462.7	NA	NA	354.1	NA	NA	16.24	NA	NA	NA	NA	279.1
2017-07-31	22.7	NA	73.8	NA	NA	NA	NA	NA	NA	NA	82.15	14.88	NA	NA	NA	465.2	NA	1925	NA	NA	54.7	NA	57.85	230	NA	NA	81.7	NA	NA	82.4	NA	NA	NA	244.9	NA	NA	NA	NA	NA	2138	111.086	NA	NA	NA	NA	NA	353	NA	93.25	NA	472.7	NA	NA	383.9	NA	NA	16.82	NA	NA	NA	NA	294.8
2017-08-31	22.2	NA	69.5	NA	NA	NA	NA	NA	NA	NA	85.75	14.1	NA	NA	NA	438.1	NA	1960	NA	NA	53.6	NA	56.35	242.8	NA	NA	81.35	NA	NA	80.9	NA	NA	NA	243.5	NA	NA	NA	NA	NA	2143	113.336	NA	NA	NA	NA	NA	343.2	NA	86.85	NA	483.6	NA	NA	382.8	NA	NA	15.8	NA	NA	NA	NA	286.9
2017-09-29	23.94	NA	75.4	NA	NA	NA	NA	NA	NA	NA	88.5	15.33	NA	NA	NA	458.1	NA	2107	NA	NA	57.3	NA	56.6	254	NA	NA	81.1	NA	NA	82.9	NA	NA	NA	247.2	NA	NA	NA	NA	NA	2323	120.086	NA	NA	NA	NA	NA	341.1	NA	87.7	NA	496.2	NA	NA	402.8	NA	NA	16.55	NA	NA	NA	NA	295.4
2017-10-31	26.08	NA	79.15	NA	NA	NA	NA	NA	NA	NA	92	15.73	NA	NA	NA	451.6	NA	2228	NA	NA	59	NA	56.35	265	NA	NA	83.9	NA	NA	82.2	NA	NA	NA	230.5	NA	NA	NA	NA	NA	2464	123.086	NA	NA	NA	NA	NA	346.8	NA	93.85	NA	504	NA	NA	391	NA	NA	16.98	NA	NA	NA	NA	304.5
2017-11-30	25.19	NA	74.4	NA	NA	NA	NA	NA	NA	NA	84.7	16.66	NA	NA	NA	427.8	NA	2238	NA	NA	57.8	NA	53.8	257.1	NA	NA	84.25	NA	NA	84.2	NA	NA	NA	248.2	NA	NA	NA	NA	NA	2432	126.669	NA	NA	NA	NA	NA	330.2	NA	92.2	NA	519	NA	NA	358.7	NA	NA	16.99	NA	NA	NA	NA	297.2
2017-12-29	26.12	NA	74.55	NA	NA	NA	NA	NA	NA	NA	88.3	17.4	NA	NA	NA	429.1	NA	2252	NA	NA	59.6	NA	54.95	263.3	NA	NA	83.8	NA	NA	82.4	NA	NA	NA	246.5	NA	NA	NA	NA	NA	2541	129.003	NA	NA	NA	NA	NA	345	NA	91.25	NA	518.5	NA	NA	397.4	NA	NA	17.94	NA	NA	NA	NA	296.6
2018-01-29	26.33	NA	78.68	NA	NA	NA	NA	NA	NA	NA	88.58	18.405	NA	NA	NA	446.5	NA	2216	NA	NA	64.08	NA	59.04	270.3	NA	NA	80.34	NA	NA	76.836	NA	NA	NA	230.5	NA	NA	NA	NA	NA	2529	134.919	NA	NA	NA	NA	NA	350.976	NA	93.54	NA	513.4	NA	NA	403.3	NA	NA	19.205	NA	NA	NA	NA	313.8
2018-02-28	23.06	NA	76.26	NA	NA	NA	NA	NA	NA	NA	83.26	17.56	NA	NA	NA	428.2	NA	2157	NA	NA	61.6	NA	55.38	240.8	NA	NA	75.28	NA	NA	69.977	NA	NA	NA	219.3	NA	NA	NA	NA	NA	2407	129.669	NA	NA	NA	NA	NA	338.254	NA	96.5	NA	512	NA	NA	399.8	NA	NA	18.07	NA	NA	NA	NA	312
2018-03-30	22.72	NA	68	NA	NA	NA	NA	NA	NA	NA	85.76	15.99	NA	NA	NA	422.4	NA	2176	NA	NA	58.74	NA	52.3	225.2	NA	NA	75.62	NA	NA	68.297	NA	NA	NA	219.1	NA	NA	NA	NA	NA	2348	124.752	NA	NA	NA	NA	NA	335.592	NA	97.28	NA	473.6	NA	NA	421.4	NA	NA	16.795	NA	NA	NA	NA	313.4
2018-04-30	23.03	NA	65.54	NA	NA	NA	NA	NA	NA	NA	93.94	16.83	NA	NA	NA	425.3	NA	2220	NA	NA	58.86	NA	55	244	NA	NA	76.68	NA	NA	67.554	NA	NA	NA	218.55	NA	NA	NA	NA	NA	2419	121.919	NA	NA	NA	NA	NA	341.706	NA	94.84	NA	473.4	NA	NA	472.1	NA	NA	16.605	NA	NA	NA	NA	317.5
2018-05-31	22.89	NA	60.14	NA	NA	NA	NA	NA	NA	NA	91.58	15.475	NA	NA	NA	430.1	NA	2219	NA	NA	59.6	NA	51.22	268.1	NA	NA	76.1	NA	NA	65.946	NA	NA	NA	216.15	NA	NA	NA	NA	NA	2570	132.836	NA	NA	NA	NA	NA	337.958	NA	87.88	NA	442	NA	NA	474.6	NA	NA	15.24	NA	NA	NA	NA	296.4
2018-06-29	21.71	NA	58.76	NA	NA	NA	NA	NA	NA	NA	84.12	14.95	NA	NA	NA	425.9	NA	2252	NA	NA	58.28	NA	48.38	263.5	NA	NA	76.9	NA	NA	66.547	NA	NA	NA	220.55	NA	NA	NA	NA	NA	2642	137.4	NA	NA	NA	NA	NA	340.227	NA	85.7	NA	443.2	NA	NA	471.1	NA	NA	15.325	NA	NA	NA	NA	294.1
2018-07-31	22.75	NA	60.5	NA	NA	NA	NA	NA	NA	NA	87.46	15.67	NA	NA	NA	440.5	NA	2315	NA	NA	54.6	NA	50.08	307.8	NA	NA	81.36	NA	NA	73.548	NA	NA	NA	243.5	NA	NA	NA	NA	NA	2597	142.3	NA	NA	NA	NA	NA	346.242	NA	89.54	NA	461.6	NA	NA	459	NA	NA	16.145	NA	NA	NA	NA	301.5
2018-08-31	23.31	NA	59.48	NA	NA	NA	NA	NA	NA	NA	88.16	14.845	NA	NA	NA	444.2	NA	2400	NA	NA	52.3	NA	48.64	315.1	NA	NA	81.5	NA	NA	71.974	NA	NA	NA	242.35	NA	NA	NA	NA	NA	2578	146.1	NA	NA	NA	NA	NA	349.595	NA	88.22	NA	439.8	NA	NA	436.1	NA	NA	15.43	NA	NA	NA	NA	299.1
2018-09-28	23.19	NA	51.54	NA	NA	NA	NA	NA	NA	NA	80	14.75	NA	NA	NA	455.2	NA	2413	NA	NA	49.11	NA	48.45	335	NA	NA	81.82	NA	NA	74.609	NA	NA	NA	237.75	NA	NA	NA	NA	NA	2584	142.9	NA	NA	NA	NA	NA	366.853	NA	90.6	NA	445.4	NA	NA	390.3	NA	NA	15.5	NA	NA	NA	NA	310.2
2018-10-31	19.635	NA	47.95	NA	NA	NA	NA	NA	NA	NA	71.26	12.755	NA	NA	NA	421.8	NA	2360	NA	NA	44.02	NA	44.69	304.9	NA	NA	83.5	NA	NA	76.341	NA	NA	NA	234.3	NA	NA	NA	NA	NA	2300	124	NA	NA	NA	NA	NA	365.867	NA	88.76	NA	454.9	NA	NA	329.9	NA	NA	13.415	NA	NA	NA	NA	305.2
2018-11-30	20.31	NA	49.52	NA	NA	NA	NA	NA	NA	NA	65.68	11.925	NA	NA	NA	391.9	NA	2478	NA	NA	41.02	NA	45.45	319.1	NA	NA	85.2	NA	NA	79.877	NA	NA	NA	254.2	NA	NA	NA	NA	NA	2379	124.2	NA	NA	NA	NA	NA	386.478	NA	91.48	NA	475.5	NA	NA	300.9	NA	NA	13.645	NA	NA	NA	NA	313.6
2018-12-31	18.695	NA	45.93	NA	NA	NA	NA	NA	NA	NA	63	10.8	NA	NA	NA	382.3	NA	2276	NA	NA	35.01	NA	40.5	254.7	NA	NA	79.8	NA	NA	74.29	NA	NA	NA	243.4	NA	NA	NA	NA	NA	2210	124.6	NA	NA	NA	NA	NA	373.362	NA	90.12	NA	469.7	NA	NA	286.7	NA	NA	12.235	NA	NA	NA	NA	293.1
2019-01-31	18.96	NA	50.76	NA	NA	NA	NA	NA	NA	NA	68.18	12.315	NA	NA	NA	386	NA	2410	NA	NA	40.56	NA	46.38	279.3	NA	NA	85.84	NA	NA	75.723	NA	NA	NA	256.6	NA	NA	NA	NA	NA	2386	133	NA	NA	NA	NA	NA	408.469	NA	95.8	NA	488.6	NA	NA	300.6	NA	NA	12.975	NA	NA	NA	NA	312.6
2019-02-28	19.765	NA	51.86	NA	NA	NA	NA	NA	NA	NA	76.44	12.345	NA	NA	NA	398.4	NA	2497	NA	NA	43.59	NA	49.4	277.5	NA	NA	90.36	NA	NA	80.478	NA	NA	NA	277.3	NA	NA	NA	NA	NA	2545	135	NA	NA	NA	NA	NA	428.982	NA	98.82	NA	462.1	NA	NA	295.5	NA	NA	12.7	NA	NA	NA	NA	330
2019-03-29	18.71	NA	53.12	NA	NA	NA	NA	NA	NA	NA	72.54	11.605	NA	NA	NA	407	NA	2544	NA	NA	40.23	NA	49.19	308.8	NA	NA	94.9	NA	NA	84.669	NA	NA	NA	274.35	NA	NA	NA	NA	NA	2478	139.1	NA	NA	NA	NA	NA	432.433	NA	97.28	NA	487	NA	NA	285	NA	NA	12.07	NA	NA	NA	NA	329.6
2019-04-30	21.04	NA	58.66	58.75	NA	NA	NA	NA	NA	NA	74.52	13.81	NA	NA	NA	425.8	NA	2616	NA	NA	NA	NA	52.5	313.1	NA	NA	97.46	NA	NA	82.6	NA	NA	NA	266.5	NA	NA	NA	NA	NA	2669	154.85	NA	NA	NA	NA	NA	470.499	NA	98.24	NA	479.5	NA	NA	314.6	NA	NA	13.72	NA	NA	NA	NA	324.5
2019-05-31	18.505	NA	54.56	58.6	NA	NA	NA	NA	NA	NA	74.06	11.5	NA	NA	NA	442.2	NA	2620	NA	NA	NA	NA	48.58	310	NA	NA	98.35	NA	NA	86.92	NA	NA	NA	264	NA	NA	NA	NA	NA	2530	149.6	NA	NA	NA	NA	NA	445.746	NA	94.94	NA	480.1	NA	NA	257	NA	NA	11.66	NA	NA	NA	NA	325.6
2019-06-28	19.59	NA	58.66	60.28	NA	NA	NA	NA	NA	NA	82.84	11.705	NA	NA	NA	456	NA	2756	NA	NA	NA	NA	47.67	329.4	NA	NA	101.06	NA	NA	89.2	NA	NA	NA	274.65	NA	NA	NA	NA	NA	2487	166.6	NA	NA	NA	NA	NA	477.106	NA	99.24	NA	490.1	NA	NA	279.5	NA	NA	11.6	NA	NA	NA	NA	339.9
2019-07-31	18.43	NA	55.06	58.83	NA	NA	NA	NA	NA	NA	86.92	12.045	NA	NA	NA	464.2	NA	2670	NA	NA	NA	NA	49.97	343.4	NA	NA	105.22	NA	NA	91.54	NA	NA	NA	268	NA	NA	NA	NA	NA	2497	145.5	NA	NA	NA	NA	NA	483.319	NA	97.1	NA	488.8	NA	NA	295.6	NA	NA	11.39	NA	NA	NA	NA	351.1
2019-08-30	18.545	NA	51.92	59.8	NA	NA	NA	NA	NA	NA	76.58	11.39	NA	NA	NA	447.2	NA	2638	NA	NA	NA	NA	46.64	348.1	NA	NA	110.3	NA	NA	87.85	NA	NA	NA	270.65	NA	NA	NA	NA	NA	2399	138.7	NA	NA	NA	NA	NA	460.933	NA	98.12	NA	491.2	NA	NA	268.4	NA	NA	10.42	NA	NA	NA	NA	349.8
2019-09-30	19.43	NA	54.3	58.39	NA	NA	NA	NA	NA	NA	73.04	12.12	NA	NA	NA	474.9	NA	2772	NA	NA	NA	NA	49.29	337	NA	NA	107.7	NA	NA	86.38	NA	NA	NA	288.6	NA	NA	NA	NA	NA	2471	144.5	NA	NA	NA	NA	NA	465.864	NA	104	NA	493.5	NA	NA	263.6	NA	NA	11.26	NA	NA	NA	NA	382.6
2019-10-31	21	NA	58.98	57.86	NA	NA	NA	NA	NA	NA	76.66	12.715	NA	NA	NA	497	NA	2868	NA	NA	NA	NA	51.12	352.5	NA	NA	104.74	NA	NA	87.64	NA	NA	NA	294.6	NA	NA	NA	NA	NA	2560	169	NA	NA	NA	NA	NA	489.532	NA	103.9	NA	501	NA	NA	273	NA	NA	11.975	NA	NA	NA	NA	391
2019-11-29	21.87	NA	61.82	55.21	NA	NA	NA	NA	NA	NA	76.16	13.105	NA	NA	NA	536.8	NA	2939	NA	NA	NA	NA	51.56	339.6	NA	NA	103.92	NA	NA	92.06	NA	NA	NA	308.2	NA	NA	NA	NA	NA	2602	174.05	NA	NA	NA	NA	NA	488.94	NA	108.3	NA	517.6	NA	NA	280	NA	NA	12.12	NA	NA	NA	NA	392.3
2019-12-31	23.63	NA	61.82	55.86	NA	NA	NA	NA	NA	NA	76.54	13.155	NA	NA	NA	550.4	NA	3052	NA	NA	NA	NA	53.9	356.4	NA	NA	106.4	NA	NA	93.11	NA	NA	NA	317.25	NA	NA	NA	NA	NA	2665	184.5	NA	NA	NA	NA	NA	481.643	NA	109.4	NA	516.6	NA	NA	271.5	NA	NA	12.21	NA	NA	NA	NA	401.1
2020-01-31	23.03	NA	59.34	58.92	NA	NA	NA	NA	NA	NA	73.44	12.8	NA	NA	NA	521.4	NA	3235	NA	NA	NA	NA	50.58	404.6	NA	NA	108.86	NA	NA	93.73	NA	NA	NA	325.55	NA	NA	NA	NA	NA	2815	178	NA	NA	NA	NA	NA	488.842	NA	110.95	NA	537.4	NA	NA	253.9	NA	NA	12.255	NA	NA	NA	NA	409.7
2020-02-28	20.81	NA	51.38	58.96	NA	NA	NA	NA	NA	NA	65.4	10.81	NA	NA	NA	479	NA	3006	NA	NA	NA	NA	44.71	382.4	NA	NA	98.85	NA	NA	81.25	NA	NA	NA	309.7	NA	NA	NA	NA	NA	2398	171.4	NA	NA	NA	NA	NA	432.532	NA	91.64	NA	513.6	NA	NA	221.9	NA	NA	10.6	NA	NA	NA	NA	370.9
2020-03-31	17.66	NA	36.97	45.1	NA	NA	NA	NA	NA	NA	52.9	8.052	NA	NA	NA	425.5	NA	2865	NA	NA	NA	NA	34.24	381.8	NA	NA	97.44	NA	NA	76	NA	NA	NA	296.65	NA	NA	NA	NA	NA	2215	156.85	NA	NA	NA	NA	NA	317.545	NA	70.68	NA	515	NA	NA	186.45	NA	NA	9.07	NA	NA	NA	NA	323.4
2020-04-30	18.735	NA	42.91	52.04	NA	NA	NA	NA	NA	NA	56.22	9.206	NA	NA	NA	422.7	NA	3243	NA	NA	NA	NA	40.45	428.3	NA	NA	102.98	NA	NA	85.06	NA	NA	NA	341.85	NA	NA	NA	NA	NA	2263	161.7	NA	NA	NA	NA	NA	358.865	NA	73.74	NA	519	NA	NA	203.4	NA	NA	10.79	NA	NA	NA	NA	319.8
2020-05-29	18.89	NA	45.62	61.88	NA	NA	NA	NA	NA	NA	55.88	8.768	NA	NA	NA	467.3	NA	3447	NA	NA	NA	NA	39.74	471.5	NA	NA	103.86	NA	NA	83.03	NA	NA	NA	332.7	NA	NA	NA	NA	NA	2255	164.5	NA	NA	NA	NA	NA	332.732	NA	65.12	NA	499.8	NA	NA	191.9	NA	NA	10.3	NA	NA	NA	NA	309.5
2020-06-30	21.15	NA	44.68	54.5	NA	NA	NA	NA	NA	NA	60.4	9.73	NA	NA	NA	471.9	NA	3455	NA	NA	NA	NA	41.28	496.8	NA	NA	104.92	NA	NA	83.37	NA	NA	NA	331.45	NA	NA	NA	NA	NA	2309	183.4	NA	NA	NA	NA	NA	342.988	NA	72.5	NA	494.9	NA	NA	187.95	NA	NA	10.825	NA	NA	NA	NA	332.2
2020-07-31	23.67	NA	44.67	57.28	NA	NA	NA	NA	NA	NA	58.26	9.614	NA	NA	NA	517.6	NA	3776	NA	NA	NA	NA	44.41	567.4	NA	NA	110.68	NA	NA	77.11	NA	NA	NA	328.55	NA	NA	NA	NA	NA	2446	208.3	NA	NA	NA	NA	NA	347.5	NA	74.46	NA	494.1	NA	NA	191.45	NA	NA	10.87	NA	NA	NA	NA	349.7
2020-08-31	23.27	NA	47.59	52.1	NA	NA	NA	NA	NA	NA	60.12	10.08	NA	NA	NA	522.8	NA	3767	NA	NA	NA	NA	43	552.8	NA	NA	108.86	NA	NA	78.17	NA	NA	NA	313.5	NA	NA	NA	NA	NA	2376	214.2	NA	NA	NA	NA	NA	372.4	NA	73.58	NA	504.2	NA	NA	192.1	NA	NA	11.155	NA	NA	NA	NA	339.7
2020-09-30	23.59	NA	NA	52.7	NA	NA	NA	NA	NA	NA	61.88	9.072	NA	NA	NA	542.8	NA	3961	NA	NA	NA	NA	41.79	570.4	NA	NA	109.7	NA	NA	80.5	NA	NA	850.6	320.2	NA	NA	NA	NA	NA	2474	224.3	NA	NA	NA	NA	NA	346.9	NA	68.5	NA	492.2	NA	NA	214	NA	NA	10.125	NA	NA	NA	NA	321.4
2020-10-30	22.13	NA	NA	51.92	NA	NA	NA	NA	NA	NA	58.14	8.602	NA	NA	NA	520	NA	3762	NA	NA	NA	NA	38.88	553.2	NA	NA	103.1	NA	NA	71.11	NA	NA	824.4	293.9	NA	NA	NA	NA	NA	2282	226.5	NA	NA	NA	NA	NA	305.5	NA	63.5	NA	471	NA	NA	193.85	NA	NA	10.565	NA	NA	NA	NA	301
2020-11-30	24.15	NA	NA	57.82	NA	NA	NA	NA	NA	NA	76.78	11.715	NA	NA	NA	543.2	NA	3643	NA	NA	NA	NA	48.07	551.8	NA	NA	102.3	NA	NA	81.06	NA	NA	966.4	302.5	NA	NA	NA	NA	NA	2588	230.6	NA	NA	NA	NA	NA	409.1	NA	83.74	NA	481.1	NA	NA	229.4	NA	NA	13.16	NA	NA	NA	NA	372.3
2020-12-31	24.79	NA	NA	58.9	NA	NA	NA	NA	NA	NA	80.5	11.405	NA	NA	NA	556	NA	3736	NA	NA	NA	NA	48.44	570.2	NA	NA	104.6	NA	NA	82.48	NA	NA	1051	306.95	NA	NA	NA	NA	NA	2672	243.4	NA	NA	NA	NA	NA	410.6	NA	83.26	NA	479	NA	NA	241	NA	NA	12.525	NA	NA	NA	NA	373.4
2021-01-29	26.34	NA	NA	64	NA	NA	NA	NA	NA	NA	82.88	11.755	NA	NA	NA	545.6	NA	3596	NA	NA	NA	NA	48.25	570	NA	NA	100.04	NA	NA	80.53	NA	NA	1054.5	307.15	NA	NA	NA	NA	NA	2709	242.4	NA	NA	NA	NA	NA	406.9	NA	78.66	NA	485.4	NA	NA	257	NA	NA	12.875	NA	NA	NA	NA	356.2
2021-02-26	26.12	NA	NA	62.54	NA	NA	NA	NA	NA	NA	87.58	13.125	NA	NA	NA	536.2	NA	3427	NA	NA	NA	NA	50.16	573.8	NA	NA	95	NA	NA	78.19	NA	NA	1090.5	297.95	NA	NA	NA	NA	NA	2595	240.2	NA	NA	NA	NA	NA	452.3	NA	85.44	NA	456.5	NA	NA	271.2	NA	NA	14.1	NA	NA	NA	NA	371.5
